label,text
娱乐,《大武生》人物海报清新亮相 时装戏装英气逼人新浪娱乐讯 由高晓松(微博)执导、洪金宝担任动作导演，吴尊、韩庚(微博)、大S(微博)主演的《大武生》即将于9月9日登陆全国院线，今日片方发布最新人物版海报，以清新蓝色为主色调，几位年轻主角结合摩登时装与华丽戏装扮相为一体，给人以时空转换、芳华绝代的感受。《大武生》讲述的是一对从小相伴学艺的武生兄弟(吴尊与韩庚饰)，在登上梨园舞台的同时，也踏上追寻师仇家恨的征途，简单的快意恩仇，却因与上海滩第一武旦(大S饰)台上台下的情感纠缠，引发出意想不到的一场更大阴谋……此次曝光的人物海报中，吴尊、韩庚、大S分别以时装和戏装两种造型，向观众暗示了几位主演“台上是名角，台下大明星”的多重身份，色彩艳丽的京剧造型英气逼人，再由冷色调处理淡化后，与三人简单的“黑白配”时装造型完美融合在一起，凸显出一种简约的古典时尚感。而吴尊眉头深锁的担忧，韩庚回首间狰狞的狠辣，大S满怀心事的凝望，海报整体的蓝色“清新”风格与三人满怀心事的各异神情之间强烈的反差，更是让片中的错综复杂的爱恨纠缠再现端倪。
教育,新西兰中学成世界顶尖大学最佳跳板2011年美英等知名大学的录取名单大部分揭晓了，新西兰仅奥克兰文法中学和奥克兰国际学院两所学校就已经有许多学生收到哈佛、普林斯顿、牛津、剑桥、麻省理工、加州理工、史丹福、布朗、约翰霍普金斯、柏克莱、莱斯、密西根、纽约等知名大学的录取通知，其中虽不乏重复录取现象，但两校各有一名学生被哈佛大学录取则特别可喜可贺。如果加上奥克兰和其它地区历年来绩优学校的申请结果，今年的大放异彩再一次印证了“新西兰是进入世界顶尖大学的最佳跳板”。金吉列专家表示，很多学生就是看准了“从新西兰出发”的潜力和优势，才开始提前申请新西兰的中学。也许许多学生和家长都有这样的疑问：在中国读完中学后直接申请世界名校是否也是不错的选择呢？要兼顾中国的高考和海外的大学申请及雅思、托福等相关考试，这并不是一般的学生可以应付得了的。那么如果就读中国的国际学校是否会让申请变得更为简单？能在竞争中互相提升实力的同学大部分都已就读重点中学，除了少数特优的国际学校申请美英等知名大学尚称成果优异，大部分国际学校的学生则进入了国外二三流或更差的大学。在目前的英语系国家中，评估其社会的安全性和单纯性、学费和生活费、教育水平公信力、友善程度，新西兰拥有“更适合中学生留学”的优势。加上英美等国际知名大学每一年新生录取时坚持“学生来源多元化”的重要思维，新西兰中学的NCEA、CIE(剑桥)和IB三种课程可以发挥“为学生量身打造”的弹性功能。从专业地辅导、操作来看，选择从新西兰的中学前往英美名校，可以算是最佳的策略。
游戏,《口袋精灵》沉没的红宝石城2009金翎奖“最佳手机网络游戏”第一名《口袋精灵》中，充值就有好礼送！金币道具免费拿！进入游戏就可获得35W银币奖励！浪漫的婚姻系统、超强的宠物进化功能、精彩的每日活动……让宠物王国日渐丰富多彩！红宝石城沉没任务新近开放，朋友们又可以开启新的探索之路！红宝石城遇到了麻烦，需要人们救助！任务的启示源于女王得知海边有问题，派玩家去凯旋那里了解情况。在凯旋那里得到水文资料，可是却看不懂，只好去找米西尔太太请教。在米西尔太太处得知情况很严重，要先去消灭磨牙鼠，完成之后又被派到小祭祀那里寻求帮助……在小祭祀的指点下，玩家再次出发，这次是去干掉焰火猴，完成任务后，小祭祀得出结论，要向女王提交旨在保护整个精灵大陆的议定书。向女王转交了议定书后完成整个红宝石城沉没的任务！并且获得大量的银币和经验奖励！《口袋精灵》采用永久免费的运营方式(不包括缴纳给移动运营商的流量费)，用户只需安装客户端后立刻可以开始游戏，不需提前注册或定制任何服务。中国 移动用户发送短信内容：PF(不区分大小写)到106666660414，即可得到《口袋精灵》客户端下载地址。信息费0元(不含通讯费)。请访问WEB官方网站www.kdjl.92le.com/或Wap官方网站http://kdjl.92le.com/
教育,最新：2008年9月全国等级考试违规通告浙江省教育考试院公 告根据《国家教育考试违规处理办法》(中华人民共和国教育部令第18号)第二十五条规定，现将我院对2008年9月份全国英语等级考试中所认定的违规考生准考证号、违规行为、以及相应的处理意见公告如下，考生如对所认定的违规事实存在异议，可在公告之日起7日内向我院陈述和申辩。逾期未陈述申辩的，将依法作出正式处理决定。联系电话：0571-88907528、88908512。2008年9月19日     更多信息请访问：新浪四六级频道 四六级论坛 四六级博客圈特别说明：由于各方面情况的不断调整与变化，新浪网所提供的所有考试信息仅供参考，敬请考生以权威部门公布的正式信息为准。
体育,巴蒂尔绝命3分!灰熊干掉马刺 季后赛不胜终成历史新浪体育讯北京时间4月18日凌晨，肖恩-巴蒂尔在终场前23.9秒投中关键三分，灰熊客场以101-98击败马刺，季后赛首战旗开得胜。灰熊在最后3分钟丧失了6分的领先优势，巴蒂尔在终场前23.9秒投中关键三分，灰熊才反超，他全场5投4中拿下了10分。灰熊大将扎克-兰多夫常规赛最后两场休息，今天拿下了25分14个篮板，马克-加索尔24分9个篮板，迈克-康利15分10次助攻。 您对灰熊爆冷赢马刺获季后首胜如何看？蒂姆-邓肯在常规赛最后几场韬光养晦，季后赛一开始就露出峥嵘面目，首战他拿下了16分13个篮板。马努-吉诺比利因伤缺阵，托尼-帕克得了20分5次助攻，乔治-希尔15分7个篮板，理查德-杰弗森13分。马特-邦纳最后时刻投中两记三分，得了12分。常规赛最后一战灰熊让多名主力休息，故意输给了快船，从而排名第八，这也意味着他们选择了首轮打马刺，避开了湖人或者小牛。邓肯对此颇有看法，“最近两场灰熊面对我们打得不错，”他说，“他们觉得跟我们时对位有优势，所以选择了我们，他们如愿了，那我们就走着瞧吧。”想与不想，灰熊得到了马刺，就在圣安东尼奥，不远不近。至少在上半场，灰熊证明了他们的选择是正确的，与马刺打得难解难分。首节两队多次战成平手，本节还剩下2.8秒时，灰熊发动最后一次攻击，梅奥投中一记大号压哨三分，灰熊以27-22领先。邓肯首节就4投4中得了8分，第二节还有5分30秒时，他才首次投篮不中。灰熊趁机发难，康利投中三分，兰多夫篮下得手，打出一波9-0后，灰熊以40-34领先。马刺在近5分钟内未能投篮命中，本节还有1分59秒时才由邓肯暴扣打开局面。半场结束时，马刺以43-45落后。第三节打了两分钟后，杰弗森投中一记三分，帕克紧接着抢断，邓肯扣篮得手，马刺打出一波10-0，本节还有7分08秒时以57-51超出。在马刺的严防下，灰熊近5分钟未能投篮命中。马刺最多时领先了10分，不过灰熊顽强反击，三节过后只以70-74落后。兰多夫最后一节连连篮下得手，灰熊开始发力，比赛还有7分10秒时，兰多夫禁区内跳投得分，灰熊以83-81超出。马刺将比分扳成85平后，梅奥投中三分，阿伦此后连续两次得手，在比赛还有4分03秒时，灰熊以92-85领先。马刺陷入投篮困境，在5分25秒内未能投中一球。终场前3分15秒，马刺才由希尔中投得手，而此前一次他们投篮命中是本节还有8分40秒时。关键时刻还得靠替补球员救场，邦纳在41秒内连续两次命中三分后，马刺在比赛还有1分28秒时以96-94反超。灰熊本来可以保持领先，但在40秒内连续四次罚球不中，给了马刺超出的机会。灰熊的替补也不俗，因为他们有巴蒂尔。终场前23.9秒，巴蒂尔接康利传球，三分线外出手命中，灰熊以99-98反超。希尔想还以三分，但未能命中，阿伦在终场前10秒两罚两中后，杰弗森又一次三分失手，马刺功亏一篑。马刺首发阵容：乔治-希尔、托尼-帕克、安东尼奥-麦克戴斯、蒂姆-邓肯和理查德-杰弗森；灰熊首发阵容：麦克-康利、托尼-阿伦、马克-加索尔、扎克-兰多夫和萨姆-杨。[技术统计][现场组图][比赛实录](吴哥)
科技,续航能力优质 纽曼录音笔XD60热卖499元         作者：中关村在线 毛晓曼          纽曼录音笔XD60机身外壳采用不锈钢材质，表层采用彩度工艺，该机小巧机身正面配有蓝色背光断码屏，时尚优雅。该机续航能力优秀，有效的保证录音时常。目前纽曼XD60的报价为4GB容量499元，感兴趣的朋友可以到纽曼专柜购买。纽曼XD60容量：4GB 报价：499元编辑点评：纽曼XD60录音方式更多样，一键录音、VOR声控录音，根据录音情况灵活用。一键录音，即按即录，操作最便捷，记录突发事件最有效。VOR声控录音功能具有高识别能力，有声音时会自动开启录音，无声音时会自动停止录音，可以最大限度节省存储空间。纽曼XD60支持LINE IN电话录音及CD机、磁带机等转录功能，高保真录制多种外部音源；支持录音、音乐、FM调频一键快切。纽曼 XD60[参考报价] 4GB/499元[销售地址] 海龙2097 电话：82662325 鼎好2322 电话：82698548/82699490 太平洋2301 电话：82667002 E世界A2583 电话：62680457 科贸：2B046 电话：82537481 百脑汇2080 电话：65995685 
教育,全美排名第7私立高中霍奇基斯来京揽才6月中旬，媲美常春藤盟校的高中“小常春藤”--美国私立高中十校联盟成员之一的 The Hotchkiss school(中文名：霍奇基斯学校)将造访知名留学(微博)机构高仕登学美留学，并将于2011年6月14日18:30-19:00在朝阳区建外SOHO A座9层举办全国首场招生录取说明会，届时校方招生主任将权威发布招生新政，现场解读招生政策、录取条件，并将解答学生和家长有关高中留学的疑问，和接受学生首轮面试。院方要求有意向的申请学生需提供官方托福考试成绩。同时耶鲁硕士、学美留学首席顾问、资深留学专家张恒瑞先生也将到场举办讲座，全面讲解高中留学热点话题，主要包括如何申请美国名校高中与大学，如何借助美国高中的优势申请美国私立住宿高中。本次活动除北京外，还将在高仕登学美留学广州、上海、深圳等城市陆续举办。据耶鲁硕士、学美留学首席顾问、资深留学专家张恒瑞先生介绍，每年都有众多的高中、大学来访学美，院校来访不仅为学生提供该校的第一手信息，也会发布美国留学(微博)最新的申请动态。此次霍奇基斯学校的来访，对于有着高中留学打算的学生家长而言是一次绝佳的机会。一方面，类似于霍奇基斯这样的顶级高中很少来中国招生，而专门到一家机构做招生宣讲更是绝无仅有。另一方面有意向申请高中留学的学生可以借这次机会详细了解美国顶级高中的状况，更可以与招生官直接面谈，对其高中申请及面试将大有裨益。霍奇基斯创建于1891年，是耶鲁大学校长以为耶鲁输送人才为目标而指导创办的百年高中。目前，学校已发展成为寄宿制和走读制的男女混合的全美顶尖私立高中之一，同时也是美国私立高中十校联盟成员之一，十校联盟十校联盟(TSAO，又译十校招生组织)成立于1966年，包括美国东北部的十所私立高中(又称大学预科学校)。因为会员学校招生率很低，教学质量极高，学校历史都非常悠久，十校联盟又被中国人称作“小常春藤”。十所学校都是世界知名的预科学校。这些学校凭借着较高的国际留学生比例，赢得了多数申请者的关注。以霍奇基斯学校(The Hotchkiss School)为例，学生 SAT 分数平均分是2013(大部分学生分数在1920-2110区间)，毕业后进入大学的比例为100%，常青藤盟校、麻省理工和斯坦福的入学比例是25%(哈佛入学率是3.23%，耶鲁入学率是2.74%)。另附内容：高仕登学美高中留学申请优势留学相对来说以大学为主体，大家关注学美也以大学、研究生甚至博士为主，但许多人可能不知道，学美创立之初便是以高中留学起家的，是美国接收小留学生后第一批开始办理美国高中留学的机构。       15年来与美国的众多高中包括像 Hotchkiss 在内的顶级高中都保持着良好的关系。与其它众多美国私立高中的招生办主任、校长、董事会成员建立了长期稳定的合作伙伴关系。学美能够提供给学生和家长的不仅仅是专业的申请服务，更多的是通过渠道帮学生争取心目中最理想高中的入学机会。就读美国私立住宿高中对申请名校的重要意义    获得申请顶类大学的重要砝码——GPA成绩，优越的语言环境，自然培养真实的英文能力    美顶级高中学校招生率低，师生比例极小，学校注重开展有针对性个性化精英教育，注重学生全面发展，同时也能够与美国一流大学录取学生原则形成有效对接。
时尚,组图：拍年历 拉拉队员比基尼秀身材超sexy 导语：当地时间2010年8月18日，美国迈阿密，美国橄榄球大联盟迈阿密海豚队拉拉队员拍摄2011年历，比基尼秀火辣身材超sexy。
科技,金士顿安全U盘巡展 “信息安全”新话题【3c168 中关村在线 湖南】从前两年的“小胖”、“艳照门”、“猥琐男”成为众人议论的焦点后，大家逐渐开始关注信息安全的话题。为了让更多的消费者了解保护信息安全的重要性，避免类似的事情发生在您的身上，普及信息安全的防范知识，全球存储领袖金士顿将于2009年11月16日分别在北京、上海、广州三地举办安全U盘写字楼巡展活动，与消费者交流信息安全的防范措施。巡展传授保护信息安全之道届时，金士顿产品工程师将与消费者面对面，帮助消费者了解更多有关于防范信息安全泄漏的知识，介绍金士顿安全U盘保护信息安全的良策。并且在写字楼巡展的现场，金士顿还特别准备有奖问卷调查环节，消费者可参与调查，既能够了解到一些可让自己引以为戒信息泄漏的方式，还可获赠金士顿特别提供的精美小礼品。与此同时，现场还将会有金士顿安全U盘“买一赠一”的促销环节，消费者只需购买现场的任意一款安全U盘产品，即可获赠金士顿特别为此次活动准备的密码锁。在此之前，金士顿就在网上进行了“假如有一天，你的隐私被公诸于众”，安全话题有奖调查。网友表示：“做完问卷调查，她才发现原来自身有很多隐私都处于非安全状态，是时候加一把安全锁了”。作为全球存储领袖的金士顿，始终致力于为消费者带来既安全又实用的U盘产品，可以让消费者的数据处于绝对安全状态。简单的操作，加上精密的加密技术，相信让您可以高枕无忧了。此次三地巡展，也是为了与消费者近距离接触，让消费者亲身体验金士顿带来的关爱以及安全U盘的魅力。金士顿多款加密安全U盘保驾护航金士顿将携旗下的DTL、DTL+、DTV、DTVP、DTBB 5款安全U盘产品，现身北京、上海、广州三地的写字楼巡展。其中DTL 与DTL+闪存盘如出一辙，全都采用旋盖式设计，不仅避免了“帽子”丢失的尴尬，而且操作极其方便简单。内建最新256-bit硬件加密技术保护您最私密的数据，决不让您成为茶余饭后的焦点。金士顿DTV与DTVP两款闪存盘产品同样如此，搭配坚固耐用的铝制外壳，且为美国原装进口商品，采用256-AES硬件加密技术，可保证数据享有百分之百的加密保护。素有黑匣子闪存盘之称的DTBB产品，拥有4GB和8GB两种迎合不同人群使用的容量，采用镀钛不锈钢的防水外壳。最主要是获得FIPS(联邦数据处理标准) 140-2认证，同时内建256位AES硬件加密技术，用繁琐的加密技术保护数据安全。无论是线上话题调查、还是线下即将展开的三地巡展，目的是提醒公众注重个人隐私安全。如果您想掌握到更多的安全知识，如果您想与安全专家面对面交流，金士顿邀请您一起加入我们的巡展活动！   以下正是此次巡展的具体位置： 产品型号：金士顿8GB加密型安全闪存盘DTL[商家名称] 长沙华腾科技[联系方式] 0731-82813987[联系地址] 长沙市赛博电脑城1楼40号欲了解更多信息欢迎大家加入中关村在线长沙网友交流群：94289980(推荐)！ 长沙最快最全的信息平台！了解更多市场行情点击http://www.3c168.com/同时欢迎各位商家朋友提供行情素材，编辑QQ：19113271、电话：88860828。
家居,勾结物业经理及保安 恶势力团伙强卖装修材料本报讯(记者王鹏昊通讯员张立先)得知通州区阿尔法小区开始向业主交房，无业男子刘刚等人勾结小区物业经理及保安，向业主强卖装修材料。通州警方昨天透露，该恶势力团伙的刘刚等13名犯罪嫌疑人已被刑事拘留。 7月底，通州警方陆续接到市民报警称，在通州阿尔法小区有一伙男子强迫他们高价购买沙子、水泥等装修材料。接到群众举报后，通州警方开始在阿尔法小区周边展开调查。办案民警称，他们通过蹲守发现，该团伙在小区门口搭起了一个露天的店铺，销售沙子、水泥，价格比市场上高出七八元，分量上也是缺斤短两。一旦发现有外来商户向小区内送沙子，他们便上前阻拦，如商户、业主不听劝阻便拳脚相加。最终，小区内近八成的业主只能从他们手中高价购买沙子、水泥。对于业主让商户运送的瓷砖、板材等装修材料，他们则迫使业主雇他们的人高价搬运，一层楼每包加收1元“上楼费”。8月5日，通州警方将刘刚等人抓获。 事后，刘刚交代，他们为了能够截留，还勾结了该小区的一名物业经理及两名保安。一旦有商户拉货进入小区，保安便会通知刘刚等人前去阻拦。与外来商户、业主发生争执时，物业经理则负责帮他们调解。 
体育,神经刀单节20分仍该骂 仅1次助攻他连魔兽都忘了新浪体育讯今天的魔术到底有多糟糕，或许每一个看了比赛的人都能得出结论。第一节德怀特-霍华德拿到全队19分中的12分，第二节他则拿到29分中的19分，到了第三节则变成了贾米尔-尼尔森拿到全队23分中的20分……也就是说，今天这支魔术几乎每一节都是一个人在和老鹰全队抗衡，这显然是行不通的。昨天魔术总经理对奥兰多媒体表示，他仍然相信魔术能够夺得总冠军的理由是球队有12号和14号。12号自然就是大杀三方的霍华德，而14号则是和霍华德同时加盟球队的控球后卫尼尔森。在霍华德孤掌难鸣的上半场，这位魔术二当家交出的成绩单是3投0中仅仅得1分。当然半场得1分并不是尼尔森的真实水准，果然第三节他就一个人撑起了魔术的进攻。四记三分，三次上篮以及一次远距离的两分跳投，这就是尼尔森这一节在进攻端的贡献。然而在尼尔森大发神威的同时，上半场砍下31分的霍华德却没有得到尼尔森的传球，单节仅得3分，尼尔森全场也只送出一次助攻。回想去年的季后赛，尼尔森对阵老鹰之时几乎能够为所欲为，他不光能每场贡献20分左右的得分，还能组织好球队的进攻。可是今天的比赛里，虽然他仍然得到不少的分数，却只送出1次助攻，这就证明他在组织这个环节上做得并不好。全场比赛下来，除了霍华德和尼尔森以外，其他球员一共只拿到了20分，这些都是下一场比赛魔术亟待解决的问题。霍华德是超人，但是他不是无所不能；尼尔森实力强劲，但是只有他辅佐超人仍然不够，更何况尼尔森的发挥还如此的不稳定。下半场一共拿到26分，如果魔术最终赢球，那么这场比赛的尼尔森就是大功臣。可是魔术毕竟输了，那么尼尔森就得为他的不稳定负起责任来。虽然说魔术其他人的糟糕表现或许才是魔术真正的败因，但是作为球队的二当家，尼尔森的不稳定仍然难以宽恕。经过本赛季的一系列变动，魔术的常规赛战绩下降不少，而季后赛的第一场也似乎证明这他们的实力不如往昔。不过一场比赛绝对不能说明问题，要知道两年前的季后赛里，魔术两次在输掉首场的情况下赢得系列赛的胜利。但是胜利并不是手到擒来，魔术必须做出调整。不管是尼尔森还是其他的球员都必须给予霍华德更多更稳定的帮助，要知道对于这支运作空间已经不大的魔术，能否留下可能离开的霍华德，就得看这批球员能打出怎么样的表现了。(二六八)
体育,新狼王惊艳赛季让玫瑰都折腰 罗斯：他是一名领袖新浪体育讯北京时间3月31日消息，据《Chicagobreakingsports》报道。本赛季德里克-罗斯无疑是联盟中受到赞赏最多的一位球星，在别人都在称赞他的时候，他却将赞誉给了另一名球员，就是与他东西遥望的凯文-勒夫。或许是去年夏天曾和勒夫一起训练的缘故，罗斯比更多人都了解勒夫有多努力。“他干了所有防守的活，”罗斯说起勒夫的表现，也惊讶的摇起了头。本赛季勒夫场均20.3分，还有冠绝联盟的15.4个篮板。更不要提那些两双的记录和成就了。“我惊讶的是他如此的努力，”罗斯说。“要在这个联盟里生存，必须拥有自信。他就是一名非常自信的球员。他在比赛中能不停的抢下篮板，还能在三分线外进攻。他就是球队的领袖，你能看到他是否在场上，球队有着明细的区别。我为他高兴。”罗斯和勒夫很早就相识，在大学时他们就经常带队相遇，而在进入联盟之后，他们经常在休赛期或国家队中一起训练。而且罗斯甚至和勒夫的爸爸，前NBA球员斯坦-勒夫还是好朋友。“我和勒夫的父亲也是真正的好朋友，”罗斯说。勒夫的出彩不仅得到了罗斯的称赞，就连公牛主教练汤姆-希伯杜也称勒夫的表现“难以置信”。(老白)
体育,飞机延误广东男篮集体微博 他们在干啥你一看便知华奥星空2月12日电(记者 杨宝岩)天气因素对CBA影响有多大？曾有过江苏队与辽宁队因为大雪延期比赛，也曾出现过队员刚入驻宾馆就奔赛场，这一次，广东队在北京遭遇了飞机延误，经过了漫长的等待，全队才算是赶到了乌鲁木齐。应该说，微博直播的模式让球迷眼前一亮，以往球员上微博，无非是转发一些笑话，讲讲自己的饭局。而今，微博成为球员们汇报情况的专线。王仕鹏、杜锋、周鹏等队员都通过微博来直播自己在机场等待飞机的情况。在下午，与他们一样在乌鲁木齐遭遇飞机延误的福建队队员吕晓明甚至与在北京的广东球员开起了玩笑。龚松林则告诉网友自己在机场睡了三个多小时，等到上了飞机后又等待了一个多小时。漫长的等待对于这些球员来说无疑是一种煎熬。相比之下，从辽宁坐火车赶往长春的八一队则少去了很多烦恼，早上6点多起床，队员们在8点坐乘坐火车赶往长春。在抵达长春后，全队入住酒店休息，晚上6点，全队进行战术分析演练和训练。因为前一天输给了辽宁队，八一队对本场比赛十分重视。明天晚上，八一队将与目前势头正劲的吉林队进行一场大战。
家居,妍玲设计行-德国大众狼堡环保体验馆环节2. 商业课题启示：《妍玲设计行-德国大众狼堡环保体验馆》德国著名建筑师Jurgon Mayer为大众汽车城设计的LEVEL GREEN环保知识和体验馆，营建成熟的环保理念并将其实施创意呈现，前卫而新颖的设计也是初次在中国媒体亮相。论坛： 绿色革命，还是商业噱头？——品牌对于环保的影响《纽约时报》的专栏作家托马斯•弗里曼曾经说，目前看起来轰轰烈烈的绿色环保运动充其量只能称为一场绿色派对而绝不是一场绿色革命，因为大家只是把一切装扮成绿色而已，所谓的“绿色革命”并没有“伤亡”。或许我们可以把弗里曼的话理解为，现在品牌在环保领域里的努力并没有触及到实质投入，“绿色”只是作为一个时髦的标签成为了品牌自我促销的绝好手段？著名创意品牌顾问江绍雄以犀利幽默的方式拷问了两位论坛嘉宾：打造了北京第一个“自然空调”公寓GRAND MOMA的当代集团总裁和以TCL品牌战略总监左迪。
科技,"配15-85mm防抖镜头 佳能7D新套机15200    作者：陈亮    EOS 7D实现了在约1800万有效像素的高画质下，高达约8张／秒的连拍速度。并搭载了高速智能的自动对焦系统等众多新功能。    EOS 7D不仅达到了约1800万的有效像素，还实现了低噪点的精细图像表现。其搭载的CMOS图像感应器是佳能自行研发生产的产品。在提高像素感光度的同时，对像素内的晶体管进行了改良实现了更高的S/N（信噪）比。7D的常用ISO感光度为100-6400，扩展ISO感光度最高为12800。图像信号传输是在将单通道序列读取高速化的同时，采用8通道进行高速读取。与EOS 50D相比要快约1.3倍，实现了约8张／秒的高速连拍。另外，对更换镜头时以及反光镜、快门等动作时产生的感应器灰尘也采用了相应的综合除尘措施；同时还搭载了可从相机硬件和附带软件两方面进行除尘的“EOS综合除尘系统”，在除尘功能上考虑得十分周到。快门单元和机身盖采用了不易产生碎屑的特殊材料；即便是不小心进入了灰尘，也可以通过超声波使图像感应器最前面的低通滤镜产生振动将灰尘抖落。低通滤镜表面进行了氟涂层处理，不论是对难以脱落的具有较高粘度的灰尘还是潮湿的灰尘都有着很好的除尘效果。    双DIGIC 4数字影像处理器实现了对通过8个通道从图像感应器中高速读取出的，具有约1800万像素的庞大数据的迅速且高精度处理。搭载了2个高性能数字影像处理器DIGIC 4，能够对各种数据进行并行处理，即使是约1800万有效像素也可以实现最高约8张／秒连拍的高速图像处理。    EOS 7D搭载了多达19个的自动对焦点，并且提高了每个对焦点的对焦精度。19个对焦点全部采用对应F5.6光束的十字型自动对焦感应器。将用于检测纵向线条的横向线型自动对焦感应器与用于检测横向线条的纵向线型自动对焦感应器呈十字型排列，从而实现了很高的被摄体捕捉能力。中央对焦点在相对于F5.6光束十字型自动对焦感应器的斜方向上配置了对应F2.8光束精度更高的十字型自动对焦感应器。通过中央八向双十字自动对焦感应器的协同工作，实现了高速且高精度的合焦。追踪被摄体的人工智能伺服自动对焦功能也在EOS 7D上得到了大幅的进化。    EOS 7D的光学取景器具有约100%的视野率和约1倍（100%）的放大倍率，同时具有29.4°的视角和22毫米的眼点，其光学性能在历代EOS单反相机中也名列前茅。通过视野率约100%的光学取景器观察到的范围与实际拍摄的范围基本一致，因此能够得到非常精确的构图。此外，EOS 7D还在光学取景器内搭载了具有背透型液晶面板的“智能信息显示光学取景器”，它能够在对焦屏上显示网格线和三维电子水准仪等内容。    EOS 7D的机身外壳采用了重量轻，刚性高且具有电磁屏蔽效果的镁合金材料。表面涂层采用了与EOS数码单反相机中顶级的EOS-1D系列相同的涂层材料及工艺。此外，EOS 7D还具有防水滴防尘构造，镁合金的外部部件变为高精度接缝构造，电池仓、存储卡插槽盖以及各操作按钮周围等都采用了密封部件，来保护相机的内部。    EOS 7D背面的液晶监视器采用了具有160°的广视角（上下左右方向）及高清晰的92万点新型液晶监视器——“3.0""清晰显示液晶监视器II型”，其内部构造也经过重新研发，采用了新技术。7D机身上分别设置了专用的“实时显示／短片拍摄开关 ”和相应的“开始／停止按钮 ”，并且短片拍摄时能够在手动模式下对曝光进行控制。此外，可实现每秒30/25/24帧，分辨率1920×1080像素的全高清短片拍摄，在使用高清画质（分辨率1280×720像素）及标清画质（分辨率640×480像素）时，能够以每秒60/50帧进行拍摄。    编辑观点：    佳能7D的出现，再一次丰富了E0S产品系列中APS-C规格单反的阵营。佳能也终于有了可以和尼康D300级别单反正面对抗的产品。而出色的性能表现，不论是摄影爱好者还是专业人士，都会对其青睐有加。15-85mm镜头是佳能最新推出的EF-S级别镜头产皮，具备良好的应用性和画质表现，感兴趣的朋友可以去卖场实地感受一下。    佳能 EOS 7D    [推荐商家] 15200元    [商家地址] 010-82673440"
科技,物虽稀但真贵 徕卡D-LUX4限量版12300元    徕卡D-LUX 4的外观和松下LX3外观非常相似，基本上就是一个模子里印出来的，看到LX3，基本上也就等于看到了徕卡D-LUX 4。配置方面，D-LUX 4与松下LX3一样，采用了1/1.63英寸1000万像素CCD，最大分辨率为3648x2736。不过据官方说法是D-LUX 4在饱和度上提升了35%，连同一起在ISO感光度上提供了较传统高40%的灵敏性。    D-LUX 4的最大改进来自于镜头：配置了德国徕卡的DC VARIO-SUMMICRON 2.5x光学变焦镜头，搭配OIS影像防手振稳定系统。物理实际焦距5.1-12.8mm，换算传统焦距为24-60mm、光圈范围f/2.0(广角)-f/2.8(望远)。不管是从焦距还是最大光圈上都有了相当大的提升。新镜头构成由8枚6群与4片非球面镜片组成，产品提供了高解析度和最小的变形和色差表现。    D-LUX 4具备了人脸识别和目标追踪等多区域自动对焦系统。ISO感光100到3200，高灵敏模式下可达ISO 6400。快门速度方面为1/2000到60秒，连拍速度标准压缩比下4fps（每秒/张），一次可纪录3张，并支持光圈优先/快门优先等手动模式。    此外，D-LUX 4支持SD（SDHC）存储卡存储，而且还提供了50MB内存；采用1150mAh专用锂离子电池供电，CIPA标准下一次可连续拍摄380张照片。DLUX 4还支持4：3、3：2和16：9多种高宽比照片规格，迎合从传统到数码拍摄之需求。    徕卡(LEICA) D-LUX 4军绿限量版    [参考价格] 12300元    [联系方式] 010-82486485
科技,时尚主流播放器 英利普YDP202新品曝光    作者：潘昊    国内品牌厂商英利普在成功推出多款高性价比数码以后，再次曝光一款全格式主流产品——YDP202，2GB版本售价为199元。    YDP202定位于高性价比主流产品，其外观采用简约的卡片式设计，后壳是金属拉丝工艺。按键全部设计在产品右侧，一个手指可完全操控。    英利普YDP202采用2.4寸TFT显示屏，支持MP3、WMA、OGG、APE、FLAC、WAV等多种格式音乐播放。YDP202采用微软的PlayFX音效。微软PlayFX音效与以往的SRS、BASS等有着较大区别，更趋向于普通消费者可接受的音质改善范围，相比以往音效更柔和。    视频播放支持RM/RMVB、AVI等主流格式。英利普在开发新品时提升了产品的视频播放能力，采用ARM+DSP双核心，提供了更强大的视频解析能力，播放高品质的视频时更加平稳流畅。    除此之外，图片浏览，多任务处理，电子书，游戏，录音等附加功能一应俱全。2GB的容量，大概可以存储3部左后的影片，小巧的机身最大限度的提升了便携能力。同时，小尺寸的屏幕也更省电，英利普YDP202非常适合喜欢小屏，注重便携的网友选购。199元的售价也很亲民。
