label,review,length,positive,negative,anger,disgust,fear,sadness,surprise,good,happy
2,为什么她会打电话问你，难道你没去总校吗？真的很担心你会出什么事啊！！,25,0,1,0,1,0,0,0,0,0
3,你点亮了偶的思路。转1任您怎样以身作则，他们都更爱贪财泡妞和写日记。——体制不变革，总理难消停。,33,0,0,0,0,0,0,0,0,0
0,高清！喜欢！必须转存！谢谢亲的分享王力宏11月14日苏州演唱会，高清哦,21,2,0,0,0,0,0,0,2,0
0,啊哈~ ！六个人稳居前六！看来我们不是没有发火的潜力的~ ！来，咱们神马时候满足一下狮子的愿望吧~ ~ ！！让她的大学生活圆满~ ！！！看看前五名！！！我宿舍的姐妹们！！太牛了！不行了！【发起火来最强悍的星座排名】第1名—天蝎座；第2名—狮子座；第3名—白羊座；第4名—魔羯 座；第5名—金牛座；第6名—射手座；第7名—双鱼座；第8名—水瓶座；第9名—处女座；第10名—巨蟹座；第11名—天秤座；第12名—双子座。,150,4,2,0,1,0,1,0,1,3
0,撒花~ ~ 即日起至活动结束，每天下午6点更新今日排名。活动时间: 9月16日-10月11日,31,0,0,0,0,0,0,0,0,0
0,"回复.)7。。给奖品人有四肢,男人下面多了一肢,就有五肢.那么,1个男人和1个女人在一起的时候,一共有几肢?",39,0,0,0,0,0,0,0,0,0
0,不会吧用他会节省预算吗导演如果为了环保或者文艺效果我可以理解，但是票价不对劲，这一条条的文字加在一起，估算一下省了小2千万吧；买版权的钱一分都没有浪费，几乎台词都按照原著扒下来的；是不是混音的监听有问题，还是得罪了录音师，还是风格问题；女主角是井柏然的龙凤胎妹妹；男主角可以弥补张艺谋导演的遗憾吧。想吃山楂,91,2,3,0,2,0,1,0,2,0
0,太抽了，不过就是喜欢这样。哈哈志龙以前也有这种类似的照片呢，真可爱呀。这张好喜感！,28,3,1,0,1,0,0,0,2,1
0,那脚趾也应该向下吧？请教专家来做权威回答倒着是倒着，但他的脚不是伸直的，你还没当爸爸吧胎儿在妈妈肚子里是倒着的，这个好像是端坐着啊这脚劲真大。。,54,3,1,0,1,0,0,0,3,0
1,我们的国家为什么要用这群流氓，猪狗不如。仇恨的目光，如投枪，如匕首！这是我在天涯上看到的很震撼的一张照片，城管抓走了他们做小贩的妈妈，这孩子仇恨的目光让我感动，想流泪。这眼神对世界的失望。一个孩子理想社会的坍塌。是对这样万恶的社会的控诉。照片可以得普利策奖了。,85,0,7,0,4,2,1,0,0,0
3,我操！！中场的时候得知上半场是第七分钟进球的，一个念头闪过：要是下半场第七分钟再进一个，那岂不是杯具大了？我太TMD 邪恶了，我怎么算的这么准啊,46,0,3,0,3,0,0,0,0,0
0,"我对不起全国人民，我拖全家人民的后腿了，我去美国拖他们的后腿去了。对不起全体上海人民哈,为了表达对上海的热爱,我决定明天就去北京,拖他们的后退.对不起！拖大家后腿了。感谢用前腿做统计的人士！via 和菜头",67,2,3,0,0,0,3,0,2,0
0,天津体育中心，外形像飞碟啊。哈,9,0,0,0,0,0,0,0,0,0
2,今天有一股劲儿想要去跑步的了，但是看看自己的脚，好怜惜它哦！日子过了那么久，它还是隐隐作痛~,30,1,0,0,0,0,0,0,1,0
0,我脖子附近还真有一个痣真的有喔！哦【十二星座你的幸运痣在哪里？】白羊座：前额和脸颊。金牛座：耳朵、脖子。双子座：手、肩膀、鼻下。巨蟹座：胸。狮子座：眼旁、背部、肩膀。处女座：腹部、肚脐。天秤座：腰部、下颚。天蝎座：嘴唇附近。射手座：臀部。魔羯 座：下颚、膝盖。水瓶座：发际、手腕、脚跟。双鱼座：脚。,97,1,0,0,0,0,0,0,0,1
3,饿。。。忙得都忘记点餐了，好饿好饿，我的面条，你在哪里呀？！,26,0,0,0,0,0,0,0,0,0
0,哈哈哈哈哈哈哈哈哈哈哈哈谁来救救我的HHP ！！满神给GN ……PS 各种苦手T .T,27,0,0,0,0,0,0,0,0,0
0,跋山涉水的，其实，艳遇就在拐角处好帖，收藏了。阳朔西街（心里的乐园）西藏（邂逅背包女孩）墨脱（邂逅爱情）泸沽湖（多少激动人心的故事都在夜晚发生）丽江（原来是座艳遇之城）凤凰（一点点醉意，一点点忧虑）香港（想起艳遇）上海（醉在迷朦 中的夜晚）稻城亚丁（浪漫邂逅相遇）五一到了，你懂的。。,91,7,1,0,1,0,0,1,2,4
0,千萬 別 以為 我只喝有酒精成分的飲 料哦，，雖 然我承認 我比較 酒鬼,30,0,1,0,1,0,0,0,0,0
0,回复我怎么知道你能不能理解呢？如果能理解会觉得醍醐灌顶，如果不能理解会觉得是在忽悠，你说是吧？看你对SNS 、微博理解有多深？特别是对其本质的认识到什么程度了？我说话直，别见怪！你有什么想法，让我听听看睡了半天睡不着，有谁认识张朝阳的？刚刚想到一个打败新浪微博的方法。。。。。。,91,5,1,0,1,0,0,0,5,0
2,清明了你们，永远。。。永远。。。,12,1,0,0,0,0,0,0,0,1
2,爱情具有排他性，爱情需要专一。早上好，我的朋友们！能牵手的时候，请别肩并肩；能拥抱的时候，请别手牵手。能相爱的时候，请别说分开；拥有了爱情，请别去碰暧昧。早安,50,7,1,0,1,0,0,0,7,0
0,那就远离电脑吧！看电影去！今天8月13号，黑色星期五,18,0,0,0,0,0,0,0,0,0
0,哈【温馨】好可爱的女儿，更可爱的爸爸。,14,3,0,0,0,0,0,0,3,0
0,国家统计局最新发布数据，8月居民消费价格快来参加我们的活动，说说您的看法吧！,23,1,0,0,0,0,0,0,1,0
0,这个说点什么呢~ ~ ~ “波兰总统：我坠机了，郁闷啊。林彪回复：沙发，同楼主，杯具。金正日跟贴：只坐火车的飘过，安全。张作霖跟帖：楼上sb ……“,50,1,1,0,1,0,0,0,0,1
0,党先进的性教育，那确实那确实手机党mark : 擦，网易的网友真牛啊，去围观。: 哈哈: : 必须为有才的网友再顶一次！新华社发起摄制百集电视片《共产党人》的网易跟贴,54,7,0,0,0,0,0,0,6,1
0,期待中iphone 国庆快乐！亲爱的粉丝们，小沃又要发奖品啦！当粉丝数到达20186时，小沃将送出价值4999的时下最IN iphone4 哦！！！请大家注意活动规则：先@ 沃领先锋为关注，将此活动原文并@5 位好友！就有机会参加抽奖哦！大家行动起来吧~ ！,83,4,0,0,0,0,0,0,2,2
3,假期都快过了。。。但是我还是继续做一些没有意义的事情,18,0,0,0,0,0,0,0,0,0
0,"我爱右边第一个男人。哈哈。右边那个男人~ ~ 嘻嘻眼里只有你啦~ ~ ELVA ,阿魯 巴,踏浪,小豬",34,2,0,0,0,0,0,0,0,2
2,希望能平安啊，有担当的男孩，加油啊为很努力的天蠍 小盆友祝福吉人天相!!别忘了之前约好在京城茶聚的!!加油......,35,5,0,0,0,0,0,0,4,1
3,这只也死了。。。,8,0,0,0,0,0,0,0,0,0
1,手套变身松鼠，想不想试一试？,9,0,0,0,0,0,0,0,0,0
2,哈哈，肯定会被赶出去啦！公然示威啊！呵呵.对的很公整.“你妈的，他妈的，你他妈的。”...,31,3,1,0,1,0,0,0,1,2
0,妞这是做俯卧撑呢？又见小雀斑托妞~ ~ ~ ~,19,0,0,0,0,0,0,0,0,0
3,杯具呀..准备防晒和晒后修复呀！我拍个外景就各种过敏红肿了，再去个机场真的可以直接躺倒了..霄云发布会在即，一切准备就绪，为熬夜改串词和新闻稿的雅璇和胃疼的丁萝 莉 鼓掌,56,1,1,0,1,0,0,0,1,0
0,手机帝啊上课玩手机最高境界，此哥必须膜拜。。。(投稿),18,4,0,0,0,0,0,0,4,0
0,小修的温暖笑容。不止这些.还有JJ 的《原来我不帅》喜欢看台湾偶像剧的朋友看过来，台湾演员来啦！通过《白色巨塔》、《战神》、《痞子英雄》等知名偶像剧，修杰楷这个拥有迷人笑容的亲切大男生吸引了许多人的注意。欢迎关注我想我應 該 可以很快就熟悉微博的~ ~ 加油!!,87,12,1,0,1,0,0,1,8,3
0,这世界真的什么样的人都有，太没有良心了。看了全文，人贩子太可恶了！“不能动，不能动，‘爸爸’回来会打死我们的。”,40,0,2,0,2,0,0,0,0,0
0,·这图真形象以后不要说3Q 了，3和Q 打起来了……,20,1,0,0,0,0,0,0,0,1
0,笑口常開 小心皱纹呀超尴尬~ ！眼见为虚啊！！哈哈哈,18,0,3,0,1,1,1,0,0,0
1,回复大环境不改，学校、老师，学生、家长都只能疲于奔命而无可奈何！大环境不是改不了，而是有官部门为了维护自己的既得利益不愿改教育本该德育为先，但如今却是唯分数论，领导们哪有心思和功夫去管人品好不好：（,56,2,3,0,1,0,2,0,2,0
0,墙外的红杏们这俩一贯手帕交。怎么跟婚礼现场似的亍 ！?,18,0,0,0,0,0,0,0,0,0
2,干的好事人祸杯具说牺牲的消防战士叫张良。,13,2,2,0,2,0,0,0,2,1
0,我思故我在，让思想更有力量！思想是一种资本，思想是一种力量！以道驭 之，天下事无所不可。——《思想营销》,33,1,0,0,0,0,0,0,1,0
0,可怜天下父母心！心疼啊！不说别的，膝盖哪承受的了？好痛啊！: 轉 發 微博。北京年至七旬的老人高美运，为了糊养全家、为儿孙治病，每天都要重复这个动作近百次。40斤的水桶在这个只有75斤的老人面前，实在是太沉了。老人写信委托本报寻求好心人的救助，帮自己的儿孙治病，渡过难关。详情请点击→转出去转出去~,91,3,1,0,0,0,1,0,3,0
0,小白~ ~ ~ ~ ~ ~ ~ ~ 。超可爱的小丸子邮票和邮戳。,26,1,0,0,0,0,0,0,1,0
0,不是SONY 的啦，表妹，你看，赶紧你赶紧开搜狐微博，马上给你认证。大家快来开啊是索尼的那个女生不咯你们咋不发到搜狐围脖哈哈，大家可以猜猜她是谁谁家MM ，好可爱呀~ 哈哈，表妹也必须要转的，炒红表妹。。三里屯的brunch ，很好吃。。推荐,79,6,1,0,1,0,0,0,4,2
0,你小子敢偷拍你姐姐我，哪学的？！难道得了我真传,17,0,1,0,1,0,0,0,0,0
2,最近神志不清，有点犯晕。就连睡觉也睡不着了。我是怎么了？,18,0,0,0,0,0,0,0,0,0
0,回复哈哈我一般不给老婆写，是直接说，脸皮就是这么练出来的,19,1,0,0,0,0,0,0,0,1
2,中关村的天空,3,0,0,0,0,0,0,0,0,0
0,"小胖,斯科尔斯,吉格斯,看来下半场都得上来杀杀了!!!",17,0,0,0,0,0,0,0,0,0
0,可爱狗狗们第32图,6,1,0,0,0,0,0,0,1,0
1,恩恩。。加油。。虎子哥哥我是有多不能跑！脚背磨破了！稍作休息奔赴演唱会现场！真心希望希望你能来！,32,3,0,0,0,0,0,0,3,0
0,回复你就别嫌烦啦！老顽童还真心喜欢他呢！这微博少了谁都可以，少了可爱的五行山，就少了多少热闹！楼主这套磕儿，可以唠一百年不动摇，不嫌烦啊他请大家对照对照杂谈（微博）有多少这样的人！！！小布什的“不管中国是否顺利过渡成一个民主国家，中国永远都是美国的威胁！”已一语道破天机。你是否思考过西方尤其是美国为何特别热衷中国的多党政治？对世界其它地区尤其是非洲却不以为然？非洲难民乃数千万计，美国及西方为什么不去关注？,127,8,3,0,3,0,0,0,6,2
1,全场比赛结束，英格兰2：1取胜。英格兰一个球没进，凭借对方后卫两个乌龙球战胜了日本，这是莫大的讽刺啊！难道巴里缺阵对英格兰影响这么大吗？没他怎么水平烂得跟中国队似的啊？！,52,2,1,0,1,0,0,0,1,1
0,我最喜欢这一张@ 搜狐高航,9,1,0,0,0,0,0,0,1,0
3,"爱心天使真的去看了小朋友们。分享图片这只小狗因为小时候得了犬瘟,救活以后留下了后遗症,没人愿意收养它奶奶就把它带回了家.丁奶奶说它半夜头疼的时候就会自己用头撞墙....",54,3,1,0,1,0,0,0,2,1
3,: : 撑上海人: : : : 我很懦弱，我很小资，我很上海。我能做的只是把一捧白色的菊花放在街头，让小小的花朵倾诉我的悲愤。我很渺小，但如果你也和我一样，我们就能把那里变成一片白色的花海，那就是一种无声的力量。让逝者安息，让亲属安慰，更让某些人恐惧。我能做的，你能做吗？如果你认同，请！,106,3,4,0,2,1,1,0,2,1
0,估计他忙，先和我干一杯。哈哈，好，和你干三杯！公理力，你在没，和你干一杯！,31,1,0,0,0,0,0,0,0,1
0,"【BELIEBERS 】哎呀呀，我晓得你们肯定要买的啦，不过记住回复----【【大调查】上海远东出版社将有可能引进出版Bieber 自传中文版，现在进行大调查。所以想购买的请这条微博，并回复【(地区可能购买数量喜欢中文版还是中英对照版】。如果能有10000名明确表示购买意向的回复(人人& 贴吧& 中文网）,出版社就可能将宝贝的自传带来中国市场哦！大家加油GOGOGO !!!",109,3,1,0,1,0,0,0,3,0
0,那么久了，终于我是彻底的放下了，一切重新开始，明天是美好的！今天的天气不错，哈哈心情也不错哟~ ~ ~ ~ 天下没有不散的宴席，天下没有那么多天长地久，不爱了就是不爱了，现在终于明白当一个选择放弃，当一个人死心塌地的爱过，最后换得三个字“不值得”,80,7,0,0,0,0,0,0,6,1
3,。二零一零年五月一日澳門 大遊 行“絕 望但不沉默”求证~ ~ ~ @ 新周刊,27,0,0,0,0,0,0,0,0,0
0,这张拍的好梦幻呀张靓 颖在美美的唱着,14,1,0,0,0,0,0,0,0,1
0,对说：冉家哥仨，因家贫合娶一妻，轮流暴日，不久，妻孕产女，哥仨皆认女婴为生父，遂各起一名，终因冠名争论不休，村秀才见状道：三名皆不适，我看叫冉春吧，哥仨问：和解？秀才：春也，三人日也。皆大欢喜。不日，传闻妻另与多人有染，哥仨再求教秀才，秀才道：那就叫“冉香”吧。,95,3,1,0,1,0,0,0,1,2
1,我才知道你才知道啊。。。这么大的事被日本人当笑料看，国耻，简直不知道世博局在干什么！！还赔小日本这么多钱让一个不入流的音乐制作人咸鱼翻身！！！看的义愤填膺！！！,53,0,1,0,1,0,0,0,0,0
2,嗓子发炎到了极端了！又疼又肿！疼啊！！！呵呵！今天准备打吊针,22,1,0,0,0,0,0,0,0,1
1,回复这就是中国式工作方式据说那个机场根本就不适合夜间降落的，去年就有文件规定（原则上不能夜间降落，航行），真不知道这“原则上”是什么意思，难道别人的生命还能用来冒险的据介绍，失事飞机属河南航空有限公司，由哈尔滨基地包租直管，河南航空有限公司的合营股东深圳航空有限责任公司。一飞机涉及两公司一基地，爸爸妈妈很多，但都不管事，只管钱。多头多重管理最后都无人管，是中国诸多事情的结点。,108,1,1,0,1,0,0,0,1,0
0,。珠江帝景三居豪华楼王185米1221层南北658万非诚勿扰！,14,0,0,0,0,0,0,0,0,0
0,冬菇。。。你腐喇你~ 。“我想你了。”“嗯……我也是。”“你老婆睡了？”“嗯……”“我老婆也睡了。”(投稿),49,0,0,0,0,0,0,0,0,0
0,“哪有这样的傻蛋！他……他……他……他只看不顶！只看不顶！！！”@ 宅男宅男爱冷笑话,34,0,1,0,1,0,0,0,0,0
0,勇敢向前大迈步。。,6,0,0,0,0,0,0,0,0,0
0,那只狗狗真的……太亮眼了~ ~ ~ 请问这叫打架么？？？？？记者跑的多快啊小狗狗好可爱哦监控录像揭露《每日文娱播报》被打记者周广甫滚楼真相。在刚刚结束的北京德云社媒体发布会后，郭德纲方面公开了一段小区内监控录像，揭开每日文娱被打记者滚楼真相。,79,1,1,0,1,0,0,0,1,0
2,一颗善良童真的心，很容易发现佛心。一颗邪恶黑暗的心，很容易发现魔心。,22,1,2,0,2,0,0,0,1,0
0,MJ 的力量当Michael Jackson 的音乐响起时，瑞典斯德哥尔摩的人们是这么做的......,23,0,0,0,0,0,0,0,0,0
0,你等着我，我等你。这句台词，真的很美。寂静相守...,19,1,0,0,0,0,0,0,0,1
0,首先热烈欢迎童鞋加入脖界，其次要扩充下围脖的功能：织小点可做手帕，很低碳、很环保。织大点可真的做围脖，很温暖、很欢型。再织大点可做被子，很舒适、很实用。再再织大点......,55,3,0,0,0,0,0,0,3,0
0,一？祖国都周六晚上了嘛？我这里才周五下午，地球静悄悄变大了啊。笑疯了……我没加班，刚吃了六个鸡蛋这个很搞笑啊!!给周六加班的同学解解闷!!这聊天记录太雷人了！看了不许笑哦！~,61,0,0,0,0,0,0,0,0,0
2,这，用了之后是不是就会一击即中？！呵呵————潮啊！！我晕啦，章鱼哥真系。。夸张。。。。章鱼帝今次又可以预测什么??,42,1,0,0,0,0,0,0,0,1
3,取刺勾竹竹梢抽打男人生殖器。,8,0,0,0,0,0,0,0,0,0
0,变成奥特曼【游戏时间】按下ESC ，看看您会变成谁？答案要跟大家分享哦~ （via 云影飘悠）,30,2,0,0,0,0,0,0,1,1
0,好看大家都比较偏爱这套！那就这套吧！可以到时候再试穿上的效果！不过就首选它了，等拍照当天再给大家发上身的效果吧！谢谢大家给的意见哦！（鞠躬）我个人比较喜欢这套哦！分享图片００２,60,3,1,0,1,0,0,0,3,0
0,我因为美国国旗好看而支持美国，结果美国先被淘汰，我因为日本是亚洲独苗而支持日本，结果日本被淘汰，我因为巴西最有冠军相而支持巴西，结果今天依然被淘汰。现在，我因为喜欢老马的胡子造型而支持阿根廷，不用谢，你懂的。,64,5,0,0,0,0,0,0,5,0
0,小宝贝儿！嘿嘿~ ！微博之最--最小的博主，出生3小时!好有范儿的POSE 呢!来张自拍。。。,34,1,0,0,0,0,0,0,1,0
0,我很诚信哦！天秤座→65％〓 12星座守信用程度〓 巨蟹座→95％；天蝎座→92％；处女座→90％；金牛座→85％；狮子座→85％；摩羯 座→84％；水瓶座→75％；白羊座→65％；天秤座→65％；双鱼座→60％；射手座→55％；双子座→45％。,80,0,0,0,0,0,0,0,0,0
0,哈哈，很好。虽然不是最好的。但榜上有名了。妳 也是性感天蠍 女！性感尤物天蝎座。,27,5,1,0,1,0,0,0,4,1
0,可爱！是袁建设小姐吗？我知道，妈的！建设银行把我的个人资料卖掉了……（分享）,26,2,0,0,0,0,0,0,2,0
2,一件都没有，悲哀人生的15件奢侈品你拥有多少：⑴走天下的健康⑵舒心的工作⑶提醒你加衣帮你盖被的人⑷穿上便宜T 恤 也漂亮的身材⑸一手好字⑹每天都有的好觉⑺欣赏美丽的的心情⑻你甘心付出的儿女⑼自由⑽敢放弃能承受的勇气⑾亲自播种收获的幸福⑿一件凝聚情感的物品⒀童心⒁大海般的心境⒂一直健康的父母,98,9,2,0,0,0,2,0,7,2
0,[爱心专递]八月十：我怀揣着整个秋天的相思，终于等来了月圆普天同庆的美好一天。祝朋友们中秋快乐，万事圆满！[爱心专递],39,7,1,0,0,0,1,0,4,3
0,完成今天ebay 的工作...明天繼 續 ...享受你們 明天的世博盛會 吧...有空有伴有錢 我也想到上海走走...,34,1,0,0,0,0,0,0,0,1
0,哈哈家丁的表情……太囧 了。。那个洗澡的好Q 啊。。我喜欢。。掩面跑走(来自: )“抓起来，就是他”诶哟，笑死我了。有本事转过身来啊你。噗哈哈。。-有爱猫熊团,64,4,0,0,0,0,0,0,1,3
0,5块？你把我当什么人…50块？我不是那种人…500块！今晚我就是你的人…5000块！今晚你别把我当人...50000块！！不管今晚来多少人...500000块！！！不管今晚来的是不是人。。,60,0,1,0,1,0,0,0,0,0
3,开学表示鸭梨很大，什么一大堆不知名的事情又要压到我身上了，鸭梨千斤重。,22,2,0,0,0,0,0,0,2,0
1,對 說 ：happy birthday !!crazy regen !!,17,0,0,0,0,0,0,0,0,0
3,息怒息怒···········刚刚有人说让我忍着，我觉得忍无可忍时，就别在忍了，还有五天！！！,36,2,1,0,1,0,0,0,0,2
0,回复直径是明白，但按照常理，一堵墙怎么也得十几至二十厘米厚吧？他的JJ 再有本领也那难以在这个直径九厘米，长度十几至二十左右的空间有所作为，所以断定此墙硬是超薄型，不会是一厘米厚的石膏板吧直径啊。9厘米加自己的15厘米觉得不够呀,71,1,2,0,2,0,0,0,1,0
0,太杯具了~ ~ ~ 跳？还是不跳？彻彻底底的杯具~ ~,22,0,0,0,0,0,0,0,0,0
3,就算不是飞机头，我也一样会加油。。之文艺小青年乔任梁大图版，颜色错别字已修正~ @ 乔任梁,29,0,2,0,2,0,0,0,0,0
0,羡慕博主~ ！一起期待新专辑！感谢大田，有机会参加“我要拍电影”节目录制，竟然和喜欢的江映蓉相遇。用淡定的表面，掩饰内心的激动，全场下来只有一张清晰的背影。就像这样，在背后默默注视你，看着你在舞台上炫耀全场。,64,5,3,0,3,0,0,0,5,0
0,。学会做事，学会做人。人的优雅关键在于控制自己的情绪。你不能左右天气，但能转变自己的心情。学会控制情绪是成功的前题。,35,2,1,0,1,0,0,0,1,1
1,这个世界什么都不可能信以为真……别拿媒体当真，众口一词愚民。别拿指示当真，唱唱高调蒙人。别拿股市当真，套的就是工薪。别拿比赛当真，输赢早已定论。别拿广告当真，萝卜说成人参。别拿情人当真，有钱她才献身。别拿围脖当真，嬉笑怒骂闲文。别拿人生当真，无非过眼烟云。,81,3,3,0,3,0,0,0,2,1
1,我想认识漂亮女孩~ ~ ~ ~,11,0,0,0,0,0,0,0,0,0
3,不！！！！！！！！！！！！！！！！！！！！正在记招，老马说要辞职！,29,0,0,0,0,0,0,0,0,0
0,大哥大佬齐聚微博一大！最为难得的是童鞋终于笑了。。。今天微博聚会的向微博上所有的朋友们问好！老沉说，这是微博的一大，合影留言。（带女儿先走了，去骑马了。）,52,2,0,0,0,0,0,0,2,0
2,怎么听着听着就满脑海的厨房宣言了，台上哭着的男人和台下幸福得流泪的人儿。。。呃。。。俺怎么就满眼的泪水了呢。。。在一起吧。。。你们又转了十年的圈了。。。人生还有几个十年？郑秀文演唱会唱《唯独是你不可取代》，安仔在台底下化身Sammi 的“和音男人”我体完真是好感动，所以我想借此机会对宝贝讲，我爱你如果今天将失去眼前的一切剩低清风两袖也不计唯独你一个是不可给取替是我生命里的一切。,129,6,2,0,0,0,2,0,5,1
3,离家一星期，想shi 家里人啦呀。。。,13,0,0,0,0,0,0,0,0,0
2,哎哟哟~ 欠儿蹬欠儿蹬的回来咯~ 北京小分队返京了。小岛拜拜～北京小分队返京了。小岛拜拜～我们回来了！,33,0,2,0,0,0,2,0,0,0
3,深圳天气情况：一个字，热！两个字，很热！三个字，非常热！不宜出行。。。请带好“阳”伞。这是什么季节啊,37,0,1,0,1,0,0,0,0,0
0,阿菲！你太坏啦！！好吧正经补个祝福祝~ ~ 生不生都快日不日皆乐,23,2,0,0,0,0,0,0,2,0
0,分享图片空调不给，俺也凉快！牺牲了午休时间买来个小电扇，插电脑上就能转,25,2,0,0,0,0,0,0,1,1
3,你要黎先请到的啊請 我食请我食我想讲系珠海都有哦，拱北地下商场果到，超级好味啦~ ~ 识做拉！郑蚊子！立马去～系增城kparty 对面，比满记仲正！大家快来试下！叫糖佰府！,58,0,0,0,0,0,0,0,0,0
3,这老师兼职体育吧?好艰苦。=口==口==口==口==口==口=（我一口水都要喷出来了）=口=（要保持队形）=口=XX 发我看的。我觉得必须共享给大家==,62,1,1,0,0,0,1,0,1,0
1,又看不到新评论了这新浪肯定是不想活了,12,1,0,0,0,0,0,0,1,0
0,好可爱动漫人物全家福，看看您能认出几个,11,3,0,0,0,0,0,0,2,1
3,晓丹姐澜本嫁衣看了没有有些人在陌生中熟悉，有些人在熟悉中陌生，那最后我们会走向哪里？,27,0,0,0,0,0,0,0,0,0
2,"刚听一校长朋友说了.她说她很恐惧,有想吐的感觉.她的学校在上级没布置前就自觉安装了监控,也请好了保安,最近警察轮流值班.但她说: 防不胜防,没有一点安全感.还有多少对社会的恨，要一次次嫁祸到幼儿园孩子身上……陕西省南郑县，今天，7人死亡",80,3,3,0,1,1,1,0,3,0
0,。六一儿童节到了，无论你是几零后，只要有一颗童心，这就是你的节日，早安，朋友们！,27,1,0,0,0,0,0,0,1,0
2,確 實 素摩羯 D 做法...【容易删除360保留QQ 选择好友关系的星座】双鱼座巨蟹座金牛座处女座；【容易删除QQ 保留360相信所谓安全的星座】摩羯 座双子座狮子座天平座；【喜欢看热闹的星座】白羊座天蝎座水瓶座射手座。你是站在哪一边呢？,69,3,0,0,0,0,0,0,2,1
0,要求参加！！又想出一个折磨人的好法子，邀请老师一起看盗版山楂树，让他一直在旁边解说，不许停。这样就可以享受编剧解说版了。,40,1,1,0,1,0,0,0,0,1
0,这个必须转从即日起，成为数码汇的粉丝，评论并本条微博，就有机会获得由数码汇送出的iphone4 16G 一部，活动截至日期为9月11日，童鞋们快点并评论吧欢迎访问我们的网店,51,3,0,0,0,0,0,0,2,1
2,混沌完蛋了...混沌和海宝都是无辜的！天涯er 癫狂了，应该加一条，魔都南京东路的美特斯邦威旗舰店绝对不能看一眼！。天涯人民已进入鬼畜状态了--,45,0,3,0,2,0,1,0,0,0
0,哦。。学习了！我一个经济学家朋友说：现在只要能带到款，就是赚钱，因为贷款利率是7%左右，而真实的通货膨胀是20%左右。结论：现在快买房子~ ~ 贷款也买~ ~,51,4,0,0,0,0,0,0,3,1
0,感谢严总全程关注微博的直播！。直播到此结束，欢迎大家继续关注我们的比赛，关注微博。下一站，成都，8月7号！敬请关注！,36,2,0,0,0,0,0,0,2,0
0,我我我喜欢老虎后面那只黑色的小可爱多一点……你不爱的话，给我吧……哈哈！一到单位就收到一个快递，打开来是一只很威猛的小老虎，很是惊喜！~ 希望今年能虎虎生威！~ 灰常感谢同学，我把它收了当干儿子好了~ 哈哈哈哈~,72,5,0,0,0,0,0,0,3,2
0,好好加油啊这个真的是一个好东西，我正好需要，家里用呢。大家有空帮我吧，谢谢啦即日起至2010年5月3日止。细则：活动期间，评论兼本条并获得次数最多的粉丝就能获得科勒“Flipside 随心转”手持花洒一个，还等什么，赶快参加吧！,71,3,0,0,0,0,0,0,1,2
3,回复会要你的命！你不怕把你砸晕了啊有没有，不要车子，不要房子，不要票子，还很漂亮，还很单纯，还能陪我走过一生的姑娘啊！老天爷，掉个妞下来吧~ ~,52,1,0,0,0,0,0,0,1,0
2,我身材已經 嚴 重走樣 了..................。①比18岁体重重5kg 以上②吃饭快③体重没变但肌肉变松弛了④吃个不停，包里总有零食⑤爱吃油炸食物⑥腰围除以臀围大于0.76⑦爬楼必乘电梯⑧不断减肥又不断反弹。6个是或以上属肥胖人群，该减肥了；3—5正在向肥胖靠拢；2个以下为良好身材，请继续保持。,92,1,0,0,0,0,0,0,1,0
1,精辟强奸犯，总自认为是在“助人为乐”。党政机关不要干涉村（社区）与企业内部机构设置。村（居）民委员会和企事业单位的内部机构设置根据宪法、有关法律、党章规定设置外有权自主决定设与不设，某些党政机关要求与自身业务对口设立机构，有的甚至搞一票否决逼其设立，显属违法！关键是领导们把群众自治组织、社会经济组织当作下属机构,91,3,1,0,1,0,0,0,3,0
2,。今天北京刮着至少5级寒风。在代表委员下榻的北京饭店前，一位担负安保任务的老妪。希望今后再开两会时不要让年龄逾60岁的长者承担保卫工作，给人的感觉不像是人民的会，像是贵族的会。,56,2,0,0,0,0,0,0,2,0
2,赶紧去看医生啊，發 燒 ，無 助,14,0,0,0,0,0,0,0,0,0
0,回复最高人民法院刑事判决书：因山民罗玉凤严重违犯《中华人民共和国环境保护法》第十四条第六款，对社会公众造成了极其严重的精神损害，并造成了全社会恐慌，影响极为恶劣，判处其终身监禁，不得假释，剥夺政治权利终身。,51,1,7,0,6,1,0,0,0,1
1,真的嗎 ？已经停止了，放心！（我是岛上的居民）不能相信！一定要制止！「 怒」 活小狗变成鱼饵来钓鲨鱼，当人类麻木时，比魔鬼还要恐怖!,47,3,3,0,2,1,0,0,2,1
2,【大火无情，围脖有爱】请让我们一起来，为上海大火中遇难的同胞们祈福，愿生者平安，死者得生净土。南无大悲观世音菩萨！,35,2,2,0,1,0,1,0,0,2
0,无所求，是朋友的最高境界。朋友圈子的规则，第一要真诚，要坦率。你不能装，你在这个小范围内再装，那更不是玩意！就三五个人，你还装，你纯粹是侮辱别人的智商。所以第一要坦诚，要裸体不能装。第二是无所求，是最高境界。还有就是要谦虚，.,80,9,1,0,1,0,0,0,9,0
0,这怎么看怎么也不像自拍啊~ 有的有的~ 俸?,20,0,0,0,0,0,0,0,0,0
0,这段子太逗了卖枪的你也太黑心了，三枪都不响，我都尿裤子了。,22,0,1,0,1,0,0,0,0,0
