,,open,high,low,close,volume
1336,2020-01-06,66.8,67.07,65.0,65.88,46780255.0
1337,2020-01-07,66.17,67.55,66.0,67.32,41076595.0
1338,2020-01-08,66.6,69.67,66.6,68.8,48780896.0
1339,2020-01-09,69.66,70.56,69.06,69.88,34853812.0
1340,2020-01-10,70.01,70.55,69.42,69.75,20032474.0
1341,2020-01-13,69.92,70.2,69.16,69.76,27115151.0
1342,2020-01-14,70.05,70.44,69.4,69.81,21307675.0
1343,2020-01-15,70.13,70.16,68.47,68.9,27853363.0
1344,2020-01-16,69.34,69.34,66.94,67.32,45958549.0
1345,2020-01-17,67.99,68.56,67.45,67.91,30055306.0
1346,2020-01-20,68.3,68.39,67.03,68.35,25946658.0
1347,2020-01-21,67.8,67.8,66.3,66.5,37020861.0
1348,2020-01-22,66.15,67.1,64.8,66.64,39241238.0
1349,2020-01-23,65.93,66.0,63.52,63.94,53157650.0
1350,2020-02-03,58.0,62.0,57.55,58.77,109790930.0
1351,2020-02-04,59.97,62.2,59.64,61.57,65983247.0
1352,2020-02-05,62.0,63.5,61.6,62.85,56278881.0
1353,2020-02-06,63.5,63.71,61.7,63.24,49492478.0
1354,2020-02-07,62.4,62.8,61.78,62.38,47544410.0
1355,2020-02-10,62.0,62.3,61.27,62.1,33848905.0
1356,2020-02-11,62.76,64.45,62.51,63.92,44717625.0
1357,2020-02-12,63.89,64.39,62.78,63.82,34994937.0
1358,2020-02-13,63.73,64.38,62.56,62.9,38606706.0
1359,2020-02-14,62.6,63.42,62.31,62.73,30018493.0
1360,2020-02-17,61.5,63.23,61.41,63.12,51407393.0
1361,2020-02-18,63.0,63.02,61.9,62.16,49901464.0
1362,2020-02-19,62.0,62.3,61.11,61.67,39945190.0
1363,2020-02-20,61.9,63.5,61.73,63.5,58676248.0
1364,2020-02-21,63.33,63.33,62.2,62.64,54346991.0
1365,2020-02-24,62.12,62.3,61.32,61.57,66204780.0
1366,2020-02-25,60.85,60.85,59.6,60.25,73307798.0
1367,2020-02-26,59.2,61.28,59.0,60.29,56646370.0
1368,2020-02-27,60.03,61.1,60.03,60.71,35634798.0
1369,2020-02-28,59.44,60.0,58.4,59.2,51370598.0
1370,2020-03-02,59.1,60.37,58.7,60.03,50283937.0
1371,2020-03-03,60.99,61.0,59.37,59.99,47456276.0
1372,2020-03-04,59.55,59.9,59.02,59.82,42339393.0
1373,2020-03-05,60.51,63.0,59.85,62.99,101844526.0
1374,2020-03-06,62.15,62.6,61.31,61.48,50353322.0
1375,2020-03-09,60.0,60.0,59.0,59.23,58723190.0
1376,2020-03-10,58.99,61.18,58.95,60.77,54143802.0
1377,2020-03-11,60.78,60.88,59.56,59.63,36194722.0
1378,2020-03-12,58.88,59.05,57.98,58.22,49656245.0
1379,2020-03-13,55.42,57.6,55.0,56.91,54346379.0
1380,2020-03-16,57.37,57.38,54.36,54.4,56240633.0
1381,2020-03-17,53.7,55.61,51.95,52.95,60590194.0
1382,2020-03-18,53.0,55.17,51.92,52.44,70323091.0
1383,2020-03-19,51.6,51.95,48.4,50.3,109883799.0
1384,2020-03-20,50.68,51.8,50.24,51.57,63267049.0
1385,2020-03-23,50.0,50.31,49.08,49.22,48467133.0
1386,2020-03-24,50.1,51.4,49.83,51.14,60043635.0
1387,2020-03-25,53.0,53.75,52.68,53.48,63587783.0
1388,2020-03-26,53.0,53.85,52.59,52.83,35392957.0
1389,2020-03-27,53.85,54.7,52.29,52.57,58661530.0
1390,2020-03-30,51.85,52.13,51.09,52.08,37727448.0
1391,2020-03-31,52.89,52.89,52.11,52.2,31237383.0
1392,2020-04-01,51.55,52.9,51.55,51.99,35684224.0
1393,2020-04-02,51.48,52.3,50.88,52.3,39875302.0
1394,2020-04-03,52.49,52.5,51.81,51.96,30594728.0
1395,2020-04-07,52.99,53.41,52.52,52.72,49804116.0
1396,2020-04-08,52.48,52.5,51.53,51.8,43137244.0
1397,2020-04-09,52.07,52.3,51.75,51.88,33019936.0
1398,2020-04-10,51.98,55.22,51.79,53.74,77923258.0
1399,2020-04-13,55.0,56.99,54.88,56.51,85781913.0
1400,2020-04-14,57.35,57.6,55.6,56.4,61676496.0
1401,2020-04-15,54.8,55.66,53.8,54.41,97474198.0
1402,2020-04-16,53.96,55.05,53.85,54.98,49171857.0
1403,2020-04-17,55.29,55.49,54.56,54.7,45970331.0
1404,2020-04-20,54.75,54.89,54.21,54.48,36752123.0
1405,2020-04-21,54.4,54.4,53.0,53.4,41966538.0
1406,2020-04-22,53.07,54.2,52.75,54.2,32078808.0
1407,2020-04-23,54.2,55.1,54.2,54.87,47484132.0
1408,2020-04-24,55.01,55.1,53.95,54.15,28787951.0
1409,2020-04-27,53.98,54.68,53.62,54.08,24465486.0
1410,2020-04-28,54.08,55.1,53.56,54.99,40855500.0
1411,2020-04-29,54.79,55.88,54.64,55.22,32044017.0
1412,2020-04-30,54.08,55.66,54.0,54.77,63145363.0
1413,2020-05-06,53.82,54.46,53.82,54.46,60318237.0
1414,2020-05-07,54.48,54.97,54.02,54.1,43538631.0
1415,2020-05-08,54.31,57.58,53.99,56.99,123373707.0
1416,2020-05-11,57.98,59.23,57.8,58.21,87171582.0
1417,2020-05-12,58.61,59.28,58.05,59.0,65911559.0
1418,2020-05-13,58.99,58.99,57.78,58.39,48190420.0
1419,2020-05-14,58.41,59.36,58.36,58.57,40248472.0
1420,2020-05-15,59.0,59.02,57.7,57.93,38278425.0
1421,2020-05-18,58.0,58.44,57.0,57.99,40813065.0
1422,2020-05-19,59.0,59.0,57.91,58.02,35141548.0
1423,2020-05-20,58.0,58.0,57.04,57.38,37054258.0
1424,2020-05-21,57.7,57.7,56.76,57.01,28257617.0
1425,2020-05-22,57.02,57.03,55.61,55.62,39114075.0
1426,2020-05-25,55.64,55.95,54.39,54.9,39373644.0
1427,2020-05-26,55.5,56.9,55.46,56.88,44497025.0
1428,2020-05-27,56.8,57.46,56.0,56.24,35057418.0
1429,2020-05-28,56.29,57.6,56.05,56.82,41975732.0
1430,2020-05-29,56.31,57.03,56.22,56.94,29169129.0
1431,2020-06-01,57.51,58.26,57.19,57.97,57925071.0
1432,2020-06-02,58.88,58.98,57.71,58.09,46837490.0
1433,2020-06-03,58.1,58.49,57.51,58.02,45819960.0
1434,2020-06-04,58.6,59.69,58.4,59.65,65622849.0
1435,2020-06-05,60.0,61.01,59.89,60.17,58536642.0
1436,2020-06-08,61.58,63.0,61.0,62.39,69837724.0
1437,2020-06-09,62.61,62.65,61.33,61.92,42343080.0
1438,2020-06-10,62.46,62.47,60.88,61.33,41414208.0
1439,2020-06-11,60.13,60.15,58.38,58.92,50272548.0
1440,2020-06-12,57.55,59.0,57.07,58.92,45814513.0
1441,2020-06-15,58.12,58.54,57.23,57.29,43486456.0
1442,2020-06-16,58.0,58.17,57.3,57.84,37333377.0
1443,2020-06-17,57.73,57.79,57.12,57.77,34059687.0
1444,2020-06-18,57.5,58.53,57.5,58.06,35416346.0
1445,2020-06-19,58.5,58.99,58.2,58.84,55418363.0
1446,2020-06-22,57.81,57.89,56.85,57.26,73739030.0
1447,2020-06-23,57.0,57.3,56.2,56.23,71733841.0
1448,2020-06-24,56.3,57.25,56.3,57.22,53712688.0
1449,2020-06-29,57.0,57.01,56.23,56.46,37301744.0
1450,2020-06-30,56.76,57.1,56.18,56.57,42914148.0
1451,2020-07-01,56.6,57.8,56.0,57.41,72233256.0
1452,2020-07-02,57.19,58.28,56.9,58.21,102071153.0
1453,2020-07-03,58.4,59.5,58.04,58.44,93973703.0
1454,2020-07-06,58.15,61.47,57.9,61.26,142141613.0
1455,2020-07-07,62.05,63.0,60.05,60.08,146240576.0
1456,2020-07-08,60.0,60.8,58.65,59.49,127042154.0
1457,2020-07-09,59.63,59.89,59.16,59.82,104182511.0
1458,2020-07-10,60.52,61.19,58.88,58.99,120513278.0
1459,2020-07-13,59.2,59.78,58.52,59.45,124377102.0
1460,2020-07-14,59.43,59.77,58.0,58.52,94871962.0
1461,2020-07-15,58.0,59.5,57.51,58.68,113275617.0
1462,2020-07-16,59.0,59.5,55.48,55.99,124051109.0
1463,2020-07-17,56.8,57.5,56.45,57.21,76939167.0
1464,2020-07-20,57.21,59.11,56.53,58.93,88620390.0
1465,2020-07-21,59.26,59.79,58.39,58.91,68467522.0
1466,2020-07-22,59.0,60.25,58.95,59.52,94278638.0
1467,2020-07-23,59.6,60.3,58.56,60.09,93755412.0
1468,2020-07-24,59.57,59.69,56.59,57.16,101520091.0
1469,2020-07-27,57.35,57.87,56.4,56.78,53875430.0
1470,2020-07-28,57.4,57.5,56.57,56.97,44074090.0
1471,2020-07-29,56.97,60.0,56.8,59.4,143014000.0
1472,2020-07-30,59.89,59.89,57.25,57.48,123686229.0
1473,2020-07-31,57.36,57.55,56.45,56.91,115564496.0
1474,2020-08-03,57.16,57.63,56.86,57.32,82389786.0
1475,2020-08-04,57.42,57.53,56.78,57.17,75142989.0
1476,2020-08-05,56.83,57.1,56.5,56.85,59413552.0
1477,2020-08-06,56.68,56.83,55.81,56.22,70954068.0
1478,2020-08-07,56.07,56.52,55.49,56.25,66863316.0
1479,2020-08-10,56.24,56.45,55.62,56.3,56139598.0
1480,2020-08-11,56.5,56.85,55.81,55.87,54666547.0
1481,2020-08-12,55.65,56.02,55.04,55.74,60200918.0
1482,2020-08-13,55.9,56.39,55.75,55.78,34203870.0
1483,2020-08-14,55.78,56.29,55.51,56.25,31724476.0
1484,2020-08-17,56.25,57.18,56.0,56.8,67772412.0
1485,2020-08-18,56.59,56.77,55.9,56.02,61849450.0
1486,2020-08-19,55.85,55.85,55.18,55.19,50098471.0
1487,2020-08-20,54.96,54.96,54.02,54.13,62631331.0
1488,2020-08-21,54.95,54.96,54.01,54.22,38246503.0
1489,2020-08-24,54.51,54.71,54.0,54.14,45509578.0
1490,2020-08-25,54.02,54.43,54.02,54.29,35115499.0
1491,2020-08-26,54.3,54.56,53.0,53.4,61686565.0
1492,2020-08-27,53.4,53.47,52.37,52.94,52794831.0
1493,2020-08-28,53.01,55.06,52.88,55.04,82688619.0
1494,2020-08-31,55.95,56.3,54.27,54.5,74345155.0
1495,2020-09-01,54.3,54.9,54.04,54.75,32527930.0
1496,2020-09-02,55.18,55.29,54.03,54.53,38087260.0
1497,2020-09-03,54.94,55.12,54.46,54.75,48893478.0
1498,2020-09-04,54.28,55.0,53.85,54.83,37360185.0
1499,2020-09-07,55.0,55.8,54.83,55.01,56450197.0
1500,2020-09-08,55.28,55.56,55.0,55.48,41897242.0
1501,2020-09-09,54.7,55.25,54.08,54.5,36494736.0
1502,2020-09-10,54.67,54.84,54.41,54.6,34310821.0
1503,2020-09-11,54.68,55.1,54.31,54.86,32475203.0
1504,2020-09-14,54.95,55.71,54.86,55.28,25777547.0
1505,2020-09-15,55.28,56.08,54.99,55.77,43682624.0
1506,2020-09-16,55.77,55.94,54.95,55.05,33530584.0
1507,2020-09-17,55.04,55.29,54.72,54.8,27868080.0
1508,2020-09-18,55.2,55.72,54.81,55.65,33810238.0
1509,2020-09-21,55.75,56.95,55.69,56.55,68578241.0
1510,2020-09-22,56.15,56.46,55.28,55.5,33698049.0
1511,2020-09-23,55.5,55.69,55.05,55.51,24325856.0
1512,2020-09-24,55.12,55.26,54.12,54.33,31425891.0
1513,2020-09-25,54.35,54.56,53.99,54.11,24854488.0
1514,2020-09-28,54.12,54.45,53.0,53.02,46381353.0
1515,2020-09-29,53.4,53.61,53.06,53.06,29349466.0
1516,2020-09-30,53.16,53.42,53.03,53.3,22717205.0
1517,2020-10-09,54.47,55.2,54.11,54.75,48033764.0
1518,2020-10-12,55.02,55.9,55.02,55.82,41148508.0
1519,2020-10-13,55.82,56.04,55.5,55.91,24589778.0
1520,2020-10-14,57.44,57.98,57.02,57.6,105344906.0
1521,2020-10-15,57.73,58.47,57.61,57.94,68250028.0
1522,2020-10-16,58.0,58.78,57.46,57.7,47393523.0
1523,2020-10-19,58.15,58.34,57.2,57.25,36508836.0
1524,2020-10-20,57.52,57.86,57.2,57.65,28263303.0
1525,2020-10-21,58.0,58.5,57.32,58.0,40481052.0
1526,2020-10-22,57.95,58.7,57.26,58.6,51206321.0
1527,2020-10-23,58.78,58.8,58.08,58.32,37380071.0
1528,2020-10-26,58.3,58.8,57.62,58.19,33553983.0
1529,2020-10-27,58.2,58.5,57.2,57.23,32955304.0
1530,2020-10-28,57.23,57.8,57.05,57.26,31676747.0
1531,2020-10-29,56.6,58.28,56.34,57.63,47239897.0
1532,2020-10-30,58.0,59.56,57.99,58.43,79267809.0
1533,2020-11-02,58.1,60.65,58.1,60.19,82520570.0
1534,2020-11-03,60.24,60.35,59.27,60.03,49374257.0
1535,2020-11-04,60.45,62.73,60.35,62.18,91074682.0
1536,2020-11-05,62.9,64.22,62.41,62.8,69541553.0
1537,2020-11-06,63.49,66.5,63.0,66.38,108598632.0
1538,2020-11-09,67.95,69.28,66.4,67.55,93232831.0
1539,2020-11-10,67.3,67.3,65.35,65.86,60427872.0
1540,2020-11-11,65.71,66.86,64.57,65.81,49063011.0
1541,2020-11-12,65.51,67.09,65.49,66.37,51561805.0
1542,2020-11-13,65.75,66.58,65.01,66.26,44570665.0
1543,2020-11-16,67.52,67.99,65.6,66.8,40244531.0
1544,2020-11-17,66.66,69.5,66.48,68.4,60831533.0
1545,2020-11-18,68.1,68.5,65.99,66.69,52482888.0
1546,2020-11-19,66.7,68.34,66.7,67.9,51061352.0
1547,2020-11-20,67.92,68.29,66.9,67.9,38351303.0
1548,2020-11-23,67.98,68.3,67.25,68.25,46254238.0
1549,2020-11-24,68.5,68.69,66.12,66.8,50330930.0
1550,2020-11-25,67.01,67.85,66.66,66.83,33198075.0
1551,2020-11-26,67.5,67.96,65.98,66.45,36685810.0
1552,2020-11-27,66.46,67.32,66.02,66.66,27054195.0
1553,2020-11-30,67.28,68.17,66.59,66.64,43415990.0
1554,2020-12-01,66.2,67.2,65.84,67.2,34692992.0
1555,2020-12-02,67.88,69.79,67.2,69.53,74760101.0
1556,2020-12-03,68.94,69.6,67.26,68.5,55285651.0
1557,2020-12-04,68.5,69.08,67.86,69.0,33579371.0
1558,2020-12-07,68.73,68.95,67.8,68.0,30614271.0
1559,2020-12-08,68.52,68.54,65.5,65.66,57070900.0
1560,2020-12-09,65.62,65.62,62.51,62.61,72927772.0
1561,2020-12-10,63.01,63.78,62.73,62.83,41285201.0
1562,2020-12-11,63.5,63.99,62.88,63.8,39857593.0
1563,2020-12-14,63.8,63.99,62.51,62.76,30817278.0
1564,2020-12-15,62.0,62.1,60.6,60.99,75961321.0
1565,2020-12-16,61.0,61.78,60.5,61.03,67090874.0
1566,2020-12-17,61.17,61.86,60.11,61.61,52370703.0
1567,2020-12-18,61.63,62.01,61.06,61.37,35606623.0
1568,2020-12-21,61.11,61.13,60.2,60.7,48688161.0
1569,2020-12-22,60.6,60.97,59.88,60.11,44334856.0
1570,2020-12-23,59.9,60.58,59.65,60.15,41634389.0
1571,2020-12-24,60.79,61.13,59.85,60.06,30092212.0
1572,2020-12-25,59.98,59.98,58.93,59.21,33872995.0
1573,2020-12-28,59.22,60.96,58.69,60.6,47450431.0
1574,2020-12-29,60.62,61.76,60.25,60.87,32934223.0
1575,2020-12-30,60.8,61.27,60.34,61.27,34484268.0
1576,2020-12-31,60.88,62.39,60.8,61.94,43939294.0
1577,2021-01-04,61.8,63.33,61.6,62.9,54903578.0
1578,2021-01-05,62.36,65.53,62.36,65.26,70088887.0
1579,2021-01-06,66.0,66.78,63.69,64.07,52170379.0
1580,2021-01-07,64.06,65.04,63.5,64.7,46475055.0
1581,2021-01-08,64.96,66.37,64.0,64.7,49950205.0
1582,2021-01-11,64.13,64.88,62.21,62.45,58182903.0
1583,2021-01-12,62.1,64.08,62.09,63.66,44731442.0
1584,2021-01-13,64.0,66.0,63.76,64.92,57162721.0
1585,2021-01-14,65.02,65.57,63.0,63.12,44703512.0
1586,2021-01-15,62.72,63.69,62.31,63.4,34537150.0
1587,2021-01-18,63.0,64.2,62.6,63.76,38390498.0
1588,2021-01-19,63.72,65.09,62.66,62.92,40845405.0
1589,2021-01-20,62.79,62.85,60.89,61.0,60848099.0
1590,2021-01-21,60.88,62.18,60.6,61.36,49076291.0
1591,2021-01-22,61.3,61.5,59.75,60.23,56839104.0
1592,2021-01-25,60.23,60.79,59.7,60.02,52507666.0
1593,2021-01-26,59.8,59.8,58.6,59.0,46356422.0
1594,2021-01-27,59.0,60.46,58.0,59.41,53504324.0
1595,2021-01-28,58.64,58.7,57.23,57.29,52287008.0
1596,2021-01-29,57.23,57.79,55.88,56.3,49388880.0
1597,2021-02-01,56.51,57.2,55.75,56.43,31769343.0
1598,2021-02-02,56.45,59.67,56.44,59.63,67437831.0
1599,2021-02-03,59.98,60.37,58.4,58.82,47406154.0
1600,2021-02-04,58.0,59.39,57.88,58.59,30141987.0
1601,2021-02-05,58.5,59.52,58.35,58.94,27993334.0
1602,2021-02-08,59.17,59.87,58.37,58.84,32371043.0
1603,2021-02-09,59.0,59.25,57.46,59.03,47029019.0
1604,2021-02-10,59.05,61.3,58.9,60.49,56120470.0
1605,2021-02-18,61.05,61.8,59.68,60.47,52660810.0
1606,2021-02-19,60.4,61.5,59.9,61.03,40662851.0
1607,2021-02-22,60.1,60.14,57.94,58.48,60749622.0
1608,2021-02-23,58.09,58.48,56.93,57.05,54736080.0
1609,2021-02-24,57.51,58.21,57.0,57.28,49243904.0
1610,2021-02-25,57.83,60.49,57.77,59.85,79223818.0
1611,2021-02-26,59.1,60.89,58.88,59.0,59131818.0
1612,2021-03-01,59.05,60.95,59.02,60.43,49032424.0
1613,2021-03-02,60.89,61.5,59.84,60.66,43600108.0
1614,2021-03-03,60.66,60.68,59.69,60.2,31900104.0
1615,2021-03-04,59.79,60.19,58.7,58.85,43308280.0
1616,2021-03-05,58.06,58.6,57.58,58.13,34920904.0
1617,2021-03-08,58.42,59.14,56.51,56.62,51361782.0
1618,2021-03-09,56.63,58.87,56.11,58.0,60033488.0
1619,2021-03-10,58.39,58.85,57.91,58.62,31218528.0
1620,2021-03-11,58.3,59.2,58.27,58.59,30263702.0
1621,2021-03-12,58.59,58.81,58.2,58.5,26073195.0
1622,2021-03-15,58.47,58.81,57.42,57.78,30168745.0
1623,2021-03-16,59.0,60.24,58.61,60.0,68604906.0
1624,2021-03-17,60.65,63.31,60.0,62.2,83571760.0
1625,2021-03-18,62.92,63.48,61.5,62.5,48516782.0
1626,2021-03-19,62.0,62.0,59.66,60.0,55819039.0
1627,2021-03-22,60.05,61.19,59.6,60.94,39575697.0
1628,2021-03-23,60.85,62.0,60.28,61.41,38481259.0
1629,2021-03-24,61.4,62.0,61.07,61.35,32399326.0
1630,2021-03-25,60.86,61.63,60.7,61.38,25338726.0
1631,2021-03-26,62.6,62.93,61.18,61.62,37839591.0
1632,2021-03-29,61.94,62.7,61.48,62.47,40946837.0
1633,2021-03-30,62.48,62.5,61.41,62.1,27420306.0
1634,2021-03-31,62.29,63.27,61.91,62.7,36590634.0
1635,2021-04-01,62.69,63.0,61.98,62.73,21812025.0
1636,2021-04-02,62.98,63.5,62.2,62.44,27760233.0
1637,2021-04-06,62.45,62.69,61.0,61.33,24198358.0
1638,2021-04-07,61.99,62.1,60.88,61.68,23994960.0
1639,2021-04-08,61.65,61.98,61.15,61.85,15721246.0
1640,2021-04-09,62.09,62.18,60.69,61.65,23815344.0
1641,2021-04-12,61.55,61.83,59.68,60.2,23305064.0
1642,2021-04-13,60.4,60.5,58.71,59.17,24392820.0
1643,2021-04-14,59.51,60.15,59.31,59.92,18663520.0
1644,2021-04-15,61.0,62.33,60.38,60.53,48350030.0
1645,2021-04-16,61.7,61.88,60.02,60.88,32841159.0
1646,2021-04-19,60.9,61.36,60.35,60.88,29084209.0
1647,2021-04-20,60.81,60.82,59.65,59.98,34338610.0
1648,2021-04-21,59.5,59.98,59.07,59.62,22207693.0
1649,2021-04-22,59.71,59.9,58.76,59.11,26844357.0
1650,2021-04-23,59.3,60.2,59.06,59.81,27949161.0
1651,2021-04-26,59.97,59.99,58.45,58.5,42065369.0
1652,2021-04-27,58.5,58.73,57.52,57.98,31695564.0
1653,2021-04-28,58.5,58.66,57.39,58.06,27710952.0
1654,2021-04-29,59.51,60.67,58.21,59.51,82288716.0
1655,2021-04-30,60.25,60.6,59.32,59.91,50033512.0
1656,2021-05-06,59.65,60.38,59.61,59.96,33612713.0
1657,2021-05-07,60.25,61.13,59.15,59.56,36528167.0
1658,2021-05-10,59.4,59.84,58.92,59.84,29204133.0
1659,2021-05-11,59.41,59.99,59.22,59.9,19644907.0
1660,2021-05-12,59.9,60.1,58.05,59.08,38783902.0
1661,2021-05-13,58.55,58.7,57.25,57.38,42631676.0
1662,2021-05-14,57.0,57.75,56.58,57.74,44842349.0
1663,2021-05-17,57.75,58.8,57.53,58.29,36004033.0
1664,2021-05-18,58.31,58.68,57.73,57.93,23780945.0
1665,2021-05-19,57.9,57.92,57.21,57.41,22997505.0
1666,2021-05-20,57.91,58.19,57.39,58.0,29461064.0
1667,2021-05-21,58.14,58.57,57.4,57.5,28266741.0
1668,2021-05-24,57.23,57.24,56.67,56.8,35729612.0
1669,2021-05-25,56.2,56.5,54.7,55.89,112779263.0
1670,2021-05-26,55.9,56.37,55.32,56.19,47618606.0
1671,2021-05-27,58.5,59.27,57.62,58.04,95635438.0
1672,2021-05-28,58.0,58.0,56.8,56.99,64862635.0
1673,2021-05-31,57.06,57.21,55.88,56.3,56053396.0
1674,2021-06-01,56.3,56.53,55.96,56.3,34078014.0
1675,2021-06-02,56.3,56.39,55.92,56.05,32203750.0
1676,2021-06-03,56.19,56.5,55.98,55.98,38526612.0
1677,2021-06-04,55.98,56.28,55.56,55.98,30928663.0
1678,2021-06-07,55.93,55.93,55.16,55.36,40618895.0
1679,2021-06-08,55.3,55.69,54.96,55.23,28603661.0
1680,2021-06-09,55.15,55.45,55.05,55.23,30478659.0
1681,2021-06-10,55.23,55.32,55.0,55.01,39750717.0
1682,2021-06-11,55.03,55.15,54.35,54.62,42287234.0
1683,2021-06-15,54.65,55.38,54.4,55.37,45788692.0
1684,2021-06-16,55.39,55.97,55.02,55.18,31422940.0
1685,2021-06-17,55.2,55.2,54.5,54.7,29167028.0
1686,2021-06-18,54.7,54.91,53.67,53.68,50755026.0
1687,2021-06-21,52.48,52.48,51.0,51.11,111265588.0
1688,2021-06-22,51.12,51.36,49.5,49.82,107895588.0
1689,2021-06-23,49.85,51.72,49.83,51.72,86754969.0
1690,2021-06-24,51.79,51.86,50.68,51.45,47409864.0
1691,2021-06-25,51.5,52.56,51.16,52.23,47818455.0
1692,2021-06-28,53.9,54.46,52.36,52.66,52555025.0
1693,2021-06-29,52.62,52.62,50.9,51.17,47667186.0
1694,2021-06-30,51.6,52.29,51.17,52.1,29513260.0
1695,2021-07-01,52.12,52.5,51.1,51.86,35377220.0
1696,2021-07-02,51.2,51.49,50.35,50.99,47088482.0
1697,2021-07-05,51.0,51.2,49.69,49.89,48646874.0
1698,2021-07-06,49.55,50.26,49.38,50.11,35295781.0
1699,2021-07-07,49.83,51.08,49.83,50.19,36427130.0
1700,2021-07-08,50.29,50.29,49.0,49.2,56559795.0
1701,2021-07-09,49.2,49.44,48.2,49.3,40565516.0
1702,2021-07-12,49.7,49.8,48.81,48.92,38015124.0
1703,2021-07-13,49.15,49.67,48.5,49.4,36884269.0
1704,2021-07-14,49.3,49.9,48.81,49.6,45530753.0
1705,2021-07-15,49.1,49.8,48.99,49.5,38032397.0
1706,2021-07-16,49.5,50.16,49.2,49.99,43810409.0
1707,2021-07-19,50.3,51.73,50.0,51.48,72400272.0
1708,2021-07-20,51.35,51.94,50.7,51.2,46338532.0
1709,2021-07-21,51.2,51.49,49.9,49.95,49884429.0
1710,2021-07-22,49.8,50.45,49.5,49.95,39026330.0
1711,2021-07-23,49.9,49.91,48.98,49.02,45042135.0
1712,2021-07-26,48.8,48.83,47.58,47.63,65575533.0
1713,2021-07-27,47.98,48.1,46.7,46.76,62982578.0
1714,2021-07-28,46.5,48.08,46.16,47.5,56206051.0
1715,2021-07-29,47.97,48.18,47.41,47.56,46480637.0
1716,2021-07-30,47.21,47.68,46.5,47.5,40302543.0
1717,2021-08-02,47.13,48.9,46.6,48.25,52314589.0
1718,2021-08-03,47.9,49.5,47.71,49.21,58606350.0
1719,2021-08-04,49.9,49.9,48.28,48.51,52420801.0
1720,2021-08-05,48.12,49.29,48.05,48.12,34844584.0
1721,2021-08-06,48.2,48.26,47.41,47.74,27849370.0
1722,2021-08-09,47.5,48.82,47.39,48.47,41586777.0
1723,2021-08-10,48.09,48.59,47.6,48.5,35984735.0
1724,2021-08-11,48.64,49.23,47.9,48.05,48719161.0
1725,2021-08-12,48.02,48.24,46.66,46.77,65866726.0
1726,2021-08-13,46.78,46.95,46.17,46.52,39195008.0
1727,2021-08-16,46.85,48.18,46.68,47.99,61536863.0
1728,2021-08-17,48.09,48.2,47.05,47.12,40945935.0
1729,2021-08-18,47.18,47.74,46.9,47.64,32873879.0
1730,2021-08-19,47.54,47.88,47.01,47.22,34357648.0
1731,2021-08-20,47.03,47.11,45.45,46.1,72889342.0
1732,2021-08-23,44.0,45.15,42.78,44.99,94271239.0
1733,2021-08-24,45.0,45.98,44.11,44.47,61973416.0
1734,2021-08-25,44.68,44.78,44.27,44.41,37301721.0
1735,2021-08-26,44.1,44.1,43.0,43.14,54996625.0
1736,2021-08-27,43.0,43.45,42.81,42.83,33754969.0
1737,2021-08-30,42.85,42.96,40.82,41.0,82576878.0
1738,2021-08-31,41.2,41.96,40.3,41.1,65468076.0
1739,2021-09-01,41.5,41.88,40.72,41.66,90621797.0
1740,2021-09-02,41.66,41.66,40.16,40.47,104376928.0
1741,2021-09-03,40.48,40.88,40.2,40.59,81983523.0
1742,2021-09-06,40.86,41.57,40.75,41.39,89379170.0
1743,2021-09-07,41.29,41.83,40.91,41.75,70159754.0
1744,2021-09-08,41.6,41.67,41.27,41.53,71079050.0
1745,2021-09-09,41.37,41.79,41.26,41.46,48036806.0
1746,2021-09-10,41.5,41.66,41.13,41.24,59032322.0
1747,2021-09-13,41.26,41.39,40.61,40.8,59412607.0
1748,2021-09-14,40.95,41.3,40.17,40.21,63968409.0
1749,2021-09-15,40.03,40.05,38.69,38.99,107648800.0
1750,2021-09-16,38.8,39.09,38.19,38.21,77409322.0
1751,2021-09-17,38.09,38.38,37.44,38.26,72454537.0
1752,2021-09-22,37.57,37.92,37.44,37.79,36804323.0
1753,2021-09-23,37.96,38.48,37.88,38.11,51706366.0
1754,2021-09-24,38.0,38.43,37.75,37.91,43610921.0
1755,2021-09-27,37.83,39.25,37.55,38.44,74025028.0
1756,2021-09-28,38.1,38.53,37.72,38.11,46611034.0
1757,2021-09-29,38.82,39.6,38.46,39.3,104737322.0
1758,2021-09-30,39.29,39.46,38.73,38.75,67332578.0
1759,2021-10-08,38.88,39.96,38.37,39.81,82685450.0
1760,2021-10-11,39.99,40.12,39.54,39.85,55819304.0
1761,2021-10-12,39.52,39.88,39.27,39.44,43544252.0
1762,2021-10-13,39.22,39.43,38.52,39.1,45331658.0
1763,2021-10-14,39.03,39.32,38.82,38.98,27145697.0
1764,2021-10-15,38.98,39.49,38.81,39.05,40225796.0
1765,2021-10-18,39.05,39.1,38.22,38.36,39604481.0
1766,2021-10-19,38.2,39.26,38.17,39.05,45212364.0
1767,2021-10-20,39.1,39.3,38.52,38.58,35314668.0
1768,2021-10-21,38.58,40.1,38.42,40.08,96608729.0
1769,2021-10-22,40.1,41.06,40.08,40.67,106208914.0
1770,2021-10-25,40.05,40.21,39.14,39.37,88501906.0
1771,2021-10-26,39.28,39.56,38.93,38.98,52358763.0
1772,2021-10-27,38.0,38.01,36.6,36.77,159121075.0
