label,review
0,八折888粉们，星期一不要燥郁症啊！！今天“并加关注”好易订旅行网，送出一部ipod cllassic !!9号当天在所有粉粉中抽iphone4 ，详情见！好易订1.5万元月薪试住员正招募中！报名网址：
2,阿弥陀佛河南120岁高僧圆寂8年真身犹存，若有幸看到此图，或者回复“阿弥陀佛”，将获观法士高僧庇佑，许愿皆灵！！我了配有以上文字的高僧圆寂图，结果几个小时的时间就传了近二千次，看来对佛教的尊崇胜过一切，阿弥陀佛！
3,好佩服我阿媽 煮個 水餃 面都可以煮到咁 難 食！！！而我越想逃離 ，越要面對 ...
0,好繁星的囚服N .Hoolywood 2011SS MEN ....彻底把囚服颠覆。。。
0,PEOPLE EVERYWHERE ~ 作为七千万分之一，围观群众纷纷表示没有鸭梨，情绪稳定。
2,早抓紧假期最后两天最佳的报复不是仇恨，而是打心底发出的冷淡，干嘛花力气去恨一个不相干的人。早安
0,"其实我是完美主义者，我知道自己其实还成，但我就是非好不出手非好不可以的主啊！嘿嘿…舒哥,笔是练出来的,以你的底蕴我相信一定行的[加油]又遇残痕无眠时，难觅鸳 梦有约日，只恨相逢仍未期，惟怕再见犹太迟@ 沧海一笑客"
0,回复 a  u  v ...介似谁呀！哎哟喝！巧了！碰见您了！ 又是基因突变吧右边那个像我儿子的不良少年版！好强大的气场啊: 猫咪中的古惑猫！V5 好强大的气场！
0,拍一些照片上传到微博食完飯 去打波
1,额滴娘唉~ 深刻咧幸福在哪里呀幸福在哪里···我没有远大的目标，没有崇高的理想，我的人生将不奢望会出现奇迹，如芸芸众生一般平淡地生活下去。我所做的，我所想的，不是为了民族，更不是为了全人类，我只想获得我的幸福，我所认为的幸福。
0,旅途中~ 微博相伴左右···
3,回复读书有声，人去无迹。读书人都是这么静静的走么
0,不喜欢麦当劳，不过应该有亲喜欢吧？所以下00，麦当劳所有产品半价，还有几天就结束了，大家喜欢的话去体验吧，尤其是晚上加班饿了，哈哈~ ~ 抓住最后的尾巴~ ~ 哈哈~ ~
0,11位女星代言粉红色带11张高清大片。转起来！
0,哈哈，真高兴，看见优卡的网友来秀！真人秀呀！我后悔没买了……耳钉这么美……适合低调的我啊哇，好漂亮呀，超优雅
0,回复节能减排早就演变成拉电减排了。一个月前我们就被通知，今年余下月份，用电和去年同比超10%立即拉闸。我问道：“去年同期金融危机中的影响还没消除，处于用电电潮”，官员答道：“这个我们不管”，昏倒！为了显示节能减排政绩，石家庄地区开始对企业拉闸限电。网开一面绝对不会被限电的是烟草企业。烟草害人。靠制造烟草获取利税比卖淫还坏。拉闸限电唯独烟草企业幸免相当于警察只抓好人却对坏人宽容。不管干什么都有指标，三反五反时连镇压（枪决）反革命分子各地都有指标。
0,没错！不要同一个傻瓜争辩，否则别人会搞不清到底谁是傻瓜。
0,。当年，这准考证改变了一代人的命运。如今，高考的命运却等着后来人的决定。
0,我只转图片~
0,听了大家滴意见哈，决定了，找该同学的媳妇儿好好谈谈这些个问题，大家等着哈！8过，这批户外品牌衣服还是要先捣腾掉滴，等我下周看到衣服真貌再说！米国有啥值得代购的东东，也欢迎大家继续回复告诉我，资料和群众意见要收集全点儿有朋友从米国带回一大批正版的大牌户外衣服，说想放我们店寄卖，都是NORTH FACE ，始祖鸟这样的大品牌（他在各种节日特价的时候抢购来的），价格暂时不清楚，但应该是能比在国内专柜买便宜很多很多，大家说说，如果是你，你会有兴趣买么？都说说啊，最近大家太沉默，这样不好！
0,JJ 转-0-我家JJ 和JAY ~ 【欢迎围观周杰伦的主持采访秀，这期嘉宾是】以下视频为2010年11月20日《Mr .J 频道》大咖 面对面pk 林俊杰。
3,贪心是最猛烈的火，憎恨是最坏的执著，迷惑和错误的见解是最难脱逃的网，爱欲是最难渡过的河流。贪心是最猛烈的火，憎恨是最坏的执著，迷惑和错误的见解是最难脱逃的网，爱欲是最难渡过的河流。
3,期待！管虎《斗牛》的那个村儿AUV ~ 俩人太不容易了，演得真好，我都快哭了。这种土哈哈的浪漫真合我心意，都别讨论了，这就是诗意。我开始期待顾长卫了。。。
0,超千万了过了亿裸奔，过两亿领导们得集体裸奔吧是该裸奔了！现在还得有观众才行。过了亿是不是有人应该出来裸奔下...会过一亿，老曹加油！牛！---欢迎祼 奔，今天天气很好。今天说新浪微博的用户已经超过千万，这个数字应该超过前二十家发行量最大的资讯类报刊的读者人数总合。而Twitter 的注册用户最近已经超过一个亿。新浪微博的增长空间充满想像力。
2,原来我做了一个梦，梦境太真实，太美好，让我难以辨别梦境与现实以至于难以自拔。。。。
0,儿童节·····【须向儿童学习的18种处世态度】
0,爱死了!!!!!!!!!!!我爱有关于榴莲的一切~ ~ ~ ~ ~ 我爱榴莲酥，你爱吗??
0,上海市政府捉无证电焊工，央视黑石灰怪死难市民缺乏自救常识。卖电焊工专用套装
3,感人收藏记牢一直都在做，可远远不够，仍需努力！我爱我的爸爸妈妈。你留意过你的父母吗？我想你应该看看！
0,厄~ 我也有......关注。。。。。。。。
2,也许是天意，就连他的去世都和中国有着别样的联系····，萨老走好！！对萨马兰奇先生的去世表示深切的哀悼····
0,呵呵。。“两年前丈夫被楼上掉下的花盆砸晕，至今未醒。现在她怀孕在身...”很悲惨，大家快掏钱吧...
0,回复就是---下午见！
0,鸭绿江两岸，体现制度的弹性差异。越过鸭绿江向北看，零星的几个点点，东北的小城镇比朝鲜好不到了多少，不过还是有他们首都强: 这张照片印象很深。３８线北日军向苏联投降南边向美军投降。但这个３８线影响了几千万人的生计。今天南韩青年比北韩青年高３英寸虽然他们的父母比北韩的矮。３８线南出三星和现代。３８线北出饥荒。
0,哎哎哎。各种腐。宜静是不是可以跟蜡笔小新？啊哈。您没见过的，大雄与樱桃小丸子的女儿——大雄丸子。喜感十足！
3,一上班，就好似入左精神病院！你都咪话唔恐怖！做个周遭基本都系非正常人嘅 正常人，难上加难！做人难，做个正常人更难，正常做个人更更难................
3,阿。。。到家了。。脚快断掉了。。。
3,不太好呢~ ~ 【水瓶座今日运势-09月29日】综合运势★★★爱情运势★★★★工作状况★★理财投资★★★健康指数78%商谈指数56%幸运颜色草绿色幸运数字0速配星座射手座
0,天大，地大，人亦大，没听说过，国亦大吧，所以人与天地齐大，人权高于主权。
1,我的丑证件照被曝光啦...哇哇哇啊！！！超火爆，明星、名模证件照大曝光！！！8.11晚旅游卫视美丽俏佳人《人人都想销毁的三种照片》！！！教你做个不败时尚拍客！！！
1,【杯具进行时】传璩美凤出任湖北卫视CEO ~ 总监回应: 无耻谣言
2,批量化生产推荐信。。。
2,我怎么会订阅这个东东，一个18771032358的号码定期发彩信给我你订阅了？？？能不要再往我手机上发什么“琦基风向标”了么？@ 琦基-杨箴
1,"一個 犯罪的中國 人，你也想包庇，做中國 人真幸福！韩国警方计划将该船“押往”济州港，对船长周某进行“调查”，并“追究刑事责任”。韩国有关方面称，“船长必须交罚金才能回国”…人善被人欺,马善被人骑啊."
0,我的天啊...一大早起床就喷鼻血啊...亲爱的帅翻啦~ ~ !!!!!!!
3,这是神马怪物啊！！
0,很真粉丝过千，精美礼品大分享~ 即日起至4.23，凡已是索尼爱立信的粉丝、新加入关注的粉丝们，评论此条微博，将从中随机抽选10位粉丝，获得微博幸运粉丝奖
0,敬佩！实属难能可贵。。【首席公务员】他是欧洲经济最强大的国家领导人；他的蜗居只有80平米；他的夫人亲自做饭洗衣；他的女儿每周只有5马克的零花钱；他的弟弟失业多年，抱怨位高权重的哥哥从未拉过他一把；他的办公室没钱买咖啡和糖招待别人；他开一辆破旧的大众车，而他的保镖坐着豪华的防弹高级车；他是德国前总理施罗德
3,【忠心向党】我去，这牛逼的大腕忠心爱国歌…我去~ ~ 太雷了全是大牌！！！！！！直戳双眼双耳~ 天呢！我也不相信这是真的……真的吗？N 年前的视频，不，我不相信这是真的
3,。媒体采访之夹缝中生存，这个人说自己的脖子好多了……
3,绝对的制服诱惑！色情从业人员穿着07式军服从事色情服务
2,散完步又去吃宵夜我这步是白散了
0,哈哈一回去淮海路都有那些小店值得一逛呢
3,这些···20款创意卫生纸
0,第一个字是叹词还是名词？天！这就是党和政府？天哪！！！加个“哪”字就更完美了。。。口味太重了
0,回复大连的房价也不便宜啊，就先蜗居吧我批准了，代表大连人民欢迎你！我在大连感觉也挺幸福的。。可能不是最幸福！看来天津女性最幸福一家专业民意调查机构在北京、上海、天津、重庆、沈阳等16个中心城市，对1760名16~ 70岁之间的城市女性，就幸福感及影响因素进行了调查。在16个城市中，天津女性的幸福感最强，达84.2分；次为沈阳女性，为82.7分。北、上、广这三个大都市的女性要注意啦，不要因工作忽略感情，都要幸福起来！
3,活着就为改变世界。伟大的理想可那个曾可以改变世界的人已不在了活着就为改变世界提醒自己快死了，是我在人生中面临重大决定时所用过的最重要的方法。因为几乎每件事——所有的名声、所有对困窘或失败的恐惧——在面对死亡时都消失了，只有最真实、重要的东西才会留下来。《活着就为改变世界》
0,瘦啊No 2最近不会大面积一次性更新太多模特街拍真的没时间大家晚上睡觉前来这里看一眼就行了哈哈爱你们
2,今天他是麦当劳叔叔他是林俊杰的哥哥林志均他是我的好老板阿拉舍不得你.....
0,很开心很幸福
0,太准了，尤其对于女金牛！十二星座之“最”----金牛座
0,人品还凑合
1,回复么了……不提了思思不是有女朋友的嘛....+1！我注定要过节....不在2天内恋爱，就在2天后过节。祝福11月11日之前，不久会收获桃花运
0,我也很喜欢蒙奇奇这也太可爱了，喜欢死你了。。。
1,回复危险啊，你们那边没有避雷针？今天的跟确实很高~ 以至于雷把办公室的电都打熄了！为什么我一穿高跟鞋就会下大雨？为什么。。为什么呀！
0,"这红色真给力1.大号红色包,balenciaga 2.格子衬衫,Abercrombi 3.围巾,h & m ,4.雪地靴,ugg .(冬日里的日常搭配冷了就加个外套~ everybody knows )"
1,请问各位，我的博文为何突然少了几十篇？求解中~ ~
2,回复回复。卫生间里，孙熙一声惨叫，小美女后背全淋透了，原来拍救人的戏，一站起来碰到背后的淋浴开关，水哗地一声兜头浇下，呵呵，这回可凉快了。
0,年份打錯 了!!是2010年。海爸王見 王--節 目照曝光(十八)鄭 元暢 和林依晨來 囉 !!2020.09.26.播出
3,存是存，，，，21号过了在看存存完了。。当时干嘛去了。没看到这一幕。6分30她背过我们，回过头来的一笑也是亮点，...好爱她大方自信的扭动！好爱好爱她！821杭州杭州555555555每次开场都好鸡动，以至于开场后的好几首歌都记不清楚唱啥跳啥了，刚发现这个视频里面4分50秒的时候我心肝居然跳舞还不忘TX 人，太可恶了！821再求调戏但是我感受不到了！
0,这孩子应该给报纸写专栏哈哈哈，老娘风韵犹存~ 大家看看这个孩子的功力！！！
1,说明陕西官员没有正确的科学发展观？以前接纳红军的那批肯定没学过，后来呼吁炸坝的肯定也没学好，这一拨抓作家的看来是没有深刻领会好精神陕西接纳了被国军围追堵截徒步迁徙了两万五千里的红军，资助其夺取政权。新政权没有论功行赏。决定建造三门峡水库，陕西官员强烈反对。水库建成后受益者是河南等地，而陕西人民付出了极其惨重的代价。近年陕西官员呼吁炸掉水坝。这是我看《大迁徙》后的感受。我很奇怪陕西为什么抓作者而不是颁奖给他？
0,其实这也不失为一种方法。。要不人家日本和美国好呢，早就把解决方案给出来了！~ ！死亡笔记的L 其实早就告诉我们应该怎么拿iPhone 4，才不会出现信号问题了
0,喜欢MTV 台啊，可以听各种风格的歌！不过不喜欢亚蔑 蝶和思米达，最近迷上Justin Bieber ，这个小子有够魅力，歌声、眼神。。很干净！
0,"卡哇伊面對 这个小萌友,你能不愛 嗎 ?[感谢helen 猫]"
0,"哥哥！我下面痒死了！【内涵笑话】黄经理和B 小姐有一腿,一日,B 小姐给黄经理一幅画两只鸽子下面一只死羊.黄经理的秘书怎么也看不懂.就交给了经理,结果黄经理就大笑了起来。"
0,你短他嘛，叫他微博版聊。嗨。筆 友。回到香港了啊。 聽 說 有人想看照片，那看吧......名副其實 交上了筆 友呀！
0,甜美派～因为我是女生～嘿嘿!喜欢这个手机的颜色还有设计！支持LG !50元充值卡。本周所有奖项都根据内容来选取，将有更多网友凭认真评论获奖
0,回复好梦还是长点好。是啊，短点好，梦长了天就不亮了红尘浩大，有我在，任你抒写，大胆的往前走吧！“清鼻涕”认真的点头。就这样“排骨”写就了“清鼻涕”一半的人生画卷！！！-紫竹沉香
2,。。。饿。。。。这太有恐怖片的感觉了。见鬼了！网传360与腾讯结局已经被古人所判定，有古诗为证。真的假的？
1,sorry 硕爷。。我对不起你。。。下午玩儿三国杀二人对切遭到了前所未有的毁灭性的无可救药的绝望的打击
1,对这类人渣该如何量刑？这种人有一天会被大水冲走，被风沙淹没太操蛋了！屠害生灵！！！畜生！！！太缺德了！！！这种人没品啊！！！！！！令人发指！！艹 !!!活过了100岁的树是怎么死的？……江西省宜丰县潭山镇现有古树1300多棵，苗木商贩欲收购总被拒绝。有人竟偷偷在树蔸部打2至3个小洞，放进液体烈性毒药，将枝繁叶茂的古樟树活活毒死。古树枯死后，这些人便进村收购。目前，该镇中兴村已有5棵百年以上古樟树遭此毒手最后枯死（江西日报）
0,巴塞罗那的公主风西班牙巴塞罗那_ Lanvin H & M
0,这个必须转！周周是我们教室的兼职小助理，周末来上课的朋友都能看到她忙碌的身影此人名为@ 快乐的周周，一个活泼开朗，可爱调皮的姑娘，现居北京。孝顺父母，善良单纯，工作上有上进心，生活中没虚荣心。接触过她的人，除了我之外，没人讨厌过她。有优秀，单身，人在北京的小伙子，自己和她联系吧。
0,"[每日一笑]早上公车上，一个人从包里掏手机看时间，然后说了句"" 我CAO "" ，还以为他时间来不及了，再仔细一看，我Cao 他手里拿着一个空调遥控器。"
0,哇！官方明信片！【抢礼活动3】《》官方明信片70张，赠送给粉儿我的你。加赠彩虹书签和的纪念明信片，一共70份，先到先得，邮费由承担。快快你的好友也参加吧。索取办法：私信留下你的收货信息即可，前70名，我们将在假后一并寄出！！更多抢礼活动，敬请关注！
2,。阿佘实在太…………靓 啦~ ~ 今晚要失眠了
0,巨蟹，是苏州的阳澄湖么？呵呵，真把自己当螃蟹了。巨蟹座（苏州）……看来是注定了……哈哈~ 广州啊！的确几适合喔苏州几好。最紧要环境好【最适合十二星座居住的城市】白羊座（深圳）、金牛座（昆明）、双子座（香港）、巨蟹座（苏州）、狮子座（北京）、处女座（青岛）、天秤座（西安）、射手座（桂林）、天蝎座（拉萨）、摩羯 座（广州）、水瓶座（上海）、双鱼座（海口）----（详解看图哦）
2,找呀找呀找理想理想在哪里？理想在哪里？理想在我们的作文里。你当科学家呀，我当解放军，没有理想的小孩，没出息！【哐哐哐动画--你的理想呢】
0,人才呀一个星期的百钞表情。via @Ivern 仔
2,: : 猩猩照片我说最近凤姐到美国干什么去了呢？原来是走亲戚啊，有图有真相！
0,新房不错新入手莲花一把
0,刚刚完成的作品，多多指教哦，
3,记者肯定是什么料都拿回报社的了，关键是编辑怎么审的问题吧？而最让人气愤的是，该媒体的态度……只是道歉……他无论做了什么，他的家人和孩子都是无辜的，实在不应该把孩子暴露出来，因为失去父亲对孩子的打击已经够大的了北京朝阳区某派出所一位民警跳楼自杀了，在京的媒体都接到热线，并报道了此事。无论此事背后的原因怎样，但对于一个家庭，怎么说都是一个杯具。可就有一家报纸，居然将跳楼民警的家庭住址和他未成年的女儿了名字，都公布出来，还自诩比别人“深度”。如此无良的媒体如此无良的记者，真让我觉得丢人。
1,纠结呀我想要农业系统的离休干部悼词
1,回复系啊~ 依家买仲有得打折~ 好鬼抵~ 哈哈！你就好啦甘快有月饼食....如果我话~ 我一次过食左四只迷你装冰皮~ 会否太过分？~ 好牙痛啊~ ！
0,午餐显然是老北京鸡肉卷啊～～午休时间到，午餐在哪里
3,你跑哪去了？是不是不要我了啊？
0,哼唧！这么廉价的我宝宝不要的。。。她会嫌弃！转给某人参考会送的吧各位女性朋友请参考。Nike 出高跟运动鞋，据说其中的高科技可以弥补运动中身高的不足
3,无得同我们的解放军相提并论！他们根本没有脑的！菲奴！借我三千城管~ 收复台湾！“事实证明，菲律宾特警若要赶超中国城管，大约需要十年时间，面对顽强的中国制造，菲方惨败。”（逝者安息）@ 疯狂卫视
0,名人都来为博码头了哈哈，这个牛逼，【织毛衣】织到这里了。这个流行，将继续发扬光大。【我深深的粉着你，你却粉着一个傻逼，傻逼却不粉你，你每周还看6+1。】
2,正在创造历史。她能从“女厕门”事件中看到互联网的巨大力量，选择从上访村走向互联网。类似举动将缓慢改变中国的维权现状。回顾以往热点事件，一拥而上的媒体记者事后渐次退去，苦主依旧，而如今，即便媒体噤 声，钟如九和家人已然能够向外界发布信息，能如此，何冤不雪。
0,还好一日三餐正常饮食，不过有时候还是会偷偷吃点零食的！
2,好可怜啊！香港今天的日落很美，你们那边的风景又如何呢？这夕阳美丽得让我能暂时忘记背上那一道三吋 长的伤痕的痛楚
2,你单身久了吗？一个人单身久了，就不想去恋爱，会感觉朋友越来越重要；一个人单身久了，就不想逛街，会越来越喜欢在家听歌；一个人单身久了，就变得成熟起来，会比以前更爱父母；一个人单身久了，会想独自去很多很远的地方旅游；一个人单身久了，会不经意的悄悄流泪，但在众人面前装作什么都无所谓。早安
0,每个月都这样多好啊30天里面有14天假期。。。天上人间？很给力。。。假期安排：中秋节：9月22日至24日放假调休，共3天9月19日（星期日）、25日（星期六）上班；国庆节：10月1日至7日放假调休，共7天。9月26日（星期日）、10月9日（星期六）上班。如字描述，微晕。。。资源共享~ ~ 为过一个不晕的假期
0,回复呵呵，对；心有灵犀一点通铁血丹心呵呵，对；斩钉截铁。回复变好了~ 花枝招展~ 呵呵；这个难了；也对个难的；条分缕析规则；成语必须以前面成语最后一个字开始，如当前股票大跌的成语；痛不欲生、生不逢时。音同字不同、褒贬都可以，欢迎微博朋友参于、点评、。（希望一个微博接龙一次成语，大家娱乐娱乐）第一个；痛不欲生
0,晕！为什么，蝎子会是尾行呢……天蝎變 態 啊尾行果然天蝎又是亮点-。-最终幻想。
0,我该V5 天涯共此时李宇春版by 该隐的该.mp3 这个有头有尾的，葱的独唱都有，还有几句合唱。@ 小pie ，你要是提出伴奏来了，可以另外再做一个~ ~
0,唉哟，哪样也没有啊选一款当您的午餐吧（viaNortheast ）
0,對 說 ：看到財 經 透視 的你喎
0,这个好象不是PS 啊，走出国门了，呵呵此图绝对是P 的，看“屁”字就知道了，有折痕的地方，字并没有扭曲居然闻名天下了！不是P 的吧中国人民的爸爸是李刚！雷人的李刚！登上国际舞台！
0,回复一切皆有可能！酷。男人多数是寻找刺激才去酒吧，女人半数是受过刺激而去酒吧。
2,"回复谢谢您！祝你的老乡一切都好！支持！一起点燃微薄蜡烛，传递我们的爱心和关注，一起为河南祈福！：今天下午河南周口地震已致太康县24间民房倒埸 ，12名学生受伤，其中8人仍在院观察。我们把自己的微薄点燃蜡烛，传递我们的爱心和关注，一起为河南老乡祈福吧,麻烦我的微博！"
0,做明星真难，自己都被别人PS 成这样了，不知他们看后有何感想有意思。
1,明天又是周一！时间过的真快！
2,有爱有爱~ 。我喜欢的戒指们又来了！今天路过进贤路见缝插针逛了逛，看到激萌狐狸小姐工艺项链！翻了下价格牌竟和一颗彩宝差不多所以还是决定忍痛存钱买真家伙！这么说来悲壮感油然而生！
0,"不是吧,这么牛的英译...Let ' s make love everywhere in our guangzhou .字面意思是“广州无处不可做爱”或“让我们在广州随处做爱”被网友赞为全球最牛写实口号。"
0,哦~ 央视的导演朋友过两招给咱门外的孩子们啊你看到我谄媚的笑容了么
0,佟大为最新写真，太帅了··发上来跟大家分享··
1,有种冲动想鞭嘴欧美版的表情帝！从来就没见过这么贱的小孩！多看两眼冷兔就想扁他！！
0,有....我和她都时常这样提醒我自己.....: 真感动，不过有几个人真感动，不过有几个人能做到这样。不是不能在自行车后座笑，而是选择在宝马车里哭。哎。: 对滴哟。。。“爱，是一种责任，我不是碰不到更好的，而是因为已经有了你，我不想再碰到更好的。我不是不会对别人动心，而是因为已经有了你，我就觉得没必要再对其他人动心。我不是不会爱上别的人，而是我更加懂得珍惜你，能在一起不容易，即使你不是最好的，甚至不是最适合我的，但却是我最珍惜的。”
1,准备穿大衣出门，会不会被人鄙视。。实在觉得很冷啊
2,我的钱袋也要鼓起来！紧跟党中央周围，让我的钱袋鼓起来吧~ ~ ~ 五中全会说了，今后5年，要让你的钱袋子鼓起来。
0,北京说了，要深挖，要细挖，就会有项目。哈哈万能的北京啊，赐我一个项目吧！
0,这个图好但钱可能把人带进棺材。——精辟！人不可能把钱带进棺材，但钱可能把人带进棺材。——最欣赏分手时你离开的眼神----没有一丝的留恋！——青春就像卫生纸，看着挺多的，用着用着就不够。——宁愿躲在奔驰车里哭泣，也不要骑着单车微笑！——武功再高，也怕菜刀！穿得再铞 ，一砖摞倒！树不要皮，必死无疑！人不要脸，天下无敌!-单车图-
1,"唱歌就不要耍帅啦！扭呦,摆的还不错又把他放出来了，帅。你唱歌就好好唱好啦，囧 樣 子也就算了，還 要擺 姿勢 耍帥 ~ ~ ~"
2,可憐 的仔三色不带这么欺负人的，好吧时间忙是因为档期和个人发展问题，但是剧情难道是死的吗，为什么一定要骑着呢(mid =231100920257啊啊啊啊啊啊啊！真給 力！謝 謝 竖版无logo
1,好刺激啊！看见就害怕，那万一半道摔下来了……不就去见马克思啦？呃！我恐高啊！14层楼高的滑梯！你有勇气滑下来吗？
2,为逝者默哀，祝他们一路走好，天堂里或许有琼楼，但肯定不会有大火；为伤者祈福，祝愿他们早日康复~
1,必须的…第一眼看到它的时候，我误会了...棉花糖的包装。。。误会的童鞋举个手！
0,"吃饭时,妈妈说.他们结婚的时候我大姨父借了他们的自行车去买东西,结果被偷了.后来他看到有个人的自行车没上锁,他去偷来骑回了家."
0,怎能不转好清晰哦~ ~ 激动啊~ 看三苗伶牙俐齿，玩转主持~ -陈键锋·苗粉小围裙
0,"不能搞“真选举”啊张教授，把党选没了怎么办？民选人大中党员如果不占绝大多数，再选出个非党市长非党总理来，组出个非党内阁来，咋办？这可是命根子呵。这个立论靠谱。三权分立好不好，不看别的，只看朝鲜和南韩就知道了。西方的所有东西都符合中国国情,从飞机大炮到汽车自行车,从人头马到LV 的包,连军队服装的样式,也日益向西方靠拢,精神产品也崇洋媚外,革命期间还关起门来看好莱坞大片.但一提到选举,就非说不符合国情."
0,good one !【MFA 畢 業 】偶毕业设计在Gizmodo 上的报导。。。那个记者应该是玩上瘾了吧。。。
0,太流氓了，每次看都笑喷……
0,"姑娘们，排好队！！哪家姑娘还没归宿的，可以考虑下咱们家小顺同学。帅呆了在一页的微博的发现好几条里有尚萌文化传播拍摄者顺子的身影,个个不同的姿势"
0,据公安部姓名查询系统，全国最爆笑的人名刘产赖月京（还是个男的）范剑姬从良范统夏建仁朱逸群秦寿生（亏他父母想得出）庞光杜琦燕魏生津矫厚根沈京兵杜子腾杨伟排名第一的：史珍香
3,心仍在痛...淚 仍在流...一路好走...要撐 下去...我們 都在撐 你...
0,让人一步有何妨，量大福大无烦恼。忍一时，风平浪静，退一步，海阔天空。忍耐好，忍耐是奇宝。一朝之念不能忍，斗胜争强祸不小。忍气不下心病生，终生将你苦缠绕，让人一步有何妨，量大福大无烦恼。你能把“忍”功夫做到多大，你将来的事业就能成就多大。事不三思总有败，人能百忍自无忧。
3,哈，熊培云图书馆收到我捐的书和杂志了，并且写了一篇博文表扬我～只可惜也写成了“霄霄”
2,起鸡皮疙瘩。。围观一下我看过了~ 而且请注意听他后面那一段的腔调，还要多做作~ 速度围观！~ 这孩子真幸运，被强大的五迷围观了~ ~ 姜潮30进20拥抱，暴民们快救我！评委是瞎了！那个“日”几乎没声音了，同学你是ABC 吗！？黑夜唱成了黑鞋了！你是怎样！【人】，快成蜜蜂叫了~ 【我】快成了【WA 】
1,"期待草蜢 的演唱會 出席網 站開 幕記 者會 ,見 到很多很久沒 見 面的老朋友....."
0,很好的书，很美的孙俪 ，可惜很差的造型！！又一个网络小说即将亮相荧屏～孙俪 主演《甄嬛 传》造型曝光～还奇怪最近怎么看不到孙俪 的消息呢，原来是“一朝选在君王侧”啦～远在威尼斯的邓超，你啥时候回来英雄救美呀～
0,想法挺好!但有几个老百姓敢?对等请君入瓮～这个可以转。强！今天看新闻，说云南昆明ATM 机取400元吐出4000，银行吁市民还钱。有网民呼吁：拿多了钱的兄弟请注意，这钱是一定要还的，咱不说犯不犯法，也不说人家之前怎么怎么对我们，起码咱做人要对得起良心。对吧？但是，我强烈呼吁你们退钱的时候采取以下方式：
0,。之前有读者问这封面上的帽子是干啥使的，编辑部发声--：“这是职场三防啊！一防同事放冷箭；二防领导泼凉水；三防客户糖衣炮弹啊！！样样都用得上钢盔啊！！注：那不是帽子！是钢盔！”
0,今天跟你鬥 鬥 ，德國 西班牙赢？
3,默哀，那么坚强的男人。安息！演员罗君左傍晚六时三十八分去世，终年51岁。
1,公布答案………………窜两岸是一家，打一汉字，答案明天公布!
0,舍友过生日，一朋友买了个蛋糕回来，蛋糕上写着：祝诸葛藏藏生日快乐！我们都纳闷：“诸葛藏藏是谁呀？”朋友说：“没谁，就是为了字数多些，好多骗点奶油回来。”一个26岁小女人生日那天的悲剧“我不是奢侈，我只是要一点点浪漫”，原文地址天涯直播贴，邀请粉丝们一起强势围观
0,支持索爱爱世博爱海宝
0,爷这口味不咸不淡，正合脚！【小和尚，听说你喜欢我？】【不好说喜欢，只是看见你会乱】【听说你还想娶我？】【不好说想娶，只是想永远和你在一起。】【妈逼，油嘴滑舌，你丫天秤座的吧？】【阿弥陀佛，心直口快，女施主别不是天蝎的吧？咱俩正合】【合你大爷，你们佛门弟子还信这个？我爹怎么带的队伍。】
0,有钱是真理。福布斯全球最具影响力人物排行超奥巴马居榜首：《福布斯》杂志英文版今天推出了2010年全球最具影响力人物排行榜，中国国家主席胡锦涛超过了美国总统奥巴马成为2010年全球最具影响力的人。排在第三第四位分别是沙特阿拉伯国王兼首相阿勒沙特、俄罗斯总理普京。
2,好吧，我承认我很三俗...无数次惦记...我到现在去上课的话都还在想。。。。我无与伦比的幻想了10多年了我想过…………好吧，我举双手双脚！幻想过无数次~ ★上课曾幻想过教室吊扇旋转下来的血腥场面的同学请举手！看看有多少？
1,木请病假的基本也处于半死不活状态，成天醉生梦死！中国政府投入的医疗费用，80％是为850万以党政干部为主的群体服务（中科院调查报告）；另据监察部、人事部披露，全国党政部门有200万各级干部长期请病假，其中40万干部长期占据干部病房、干部招待所、度假村，一年开支约500亿元
1,幸亏站丫开的是本田，要是兰博基尼之类，苏师傅怕是要当场被打死了【红歌之城重庆的暴戾男】昨晨，56岁的环卫工苏丕先看到地上有个包子，估计没人要就一扫把扫开。不料附近本田轿车走下一男子对其大骂。苏赶紧连道四次歉，表示愿买个包子赔。但该男子不但没消火，反拎出一木棍对其殴打，把苏打得左眼血肿如“包子”，手指骨折，全身是血。男子称包子是他买来喂狗的。
0,你个肉垫！彻彻底底的肉垫！好肥的松狮，可爱不？
2,奇文共欣赏去死吧。新闻改革—媒体放开—外力介入—阴暗面曝光—群众不满情绪积累—反制无力—舆论彻底失控—政权丧失、国家解体。这个模式清楚地表明，舆论失控是苏联演变的重要原因之一……前车之鉴不远，我们不会上当。（求是杂志《舆论失控：苏联解体的催化剂》）
0,个头稍微矮一点儿的波波不得不借助于松松坚实的胳膊
0,司老师有发力了。。。。某社的前辈都是口若悬河滔滔不绝的！嗷嗷
0,给手机呼呼……
0,应该不是裙子吧~ ~ 右边是男人的手，可是穿的是裙子。同要
3,今年怎么啦？玉树地震还没消停，吐鲁番又遭大风袭击城郊及农村风力达十级以上，风口风力达十二级以上，大风持续时间之长，是吐鲁番自有气象记录以来未曾有过的。农作物和设施损失极大，农民受灾严重。
0,真难！G 同学给的倒车练习游戏，不放心我的人还真多！他说，真孙子。。第四关有只狗。。
3,回复真的吗真的吗？O 我支持了可你没回应老妹快点跳出来支持我的微薄呀。。。。
