Year,Month,Tmax,Tmin,Rain,Sun
2014,2,10.6,4.4,89.8,    91.7
2014,3,14.1,4.4,27.8,   161.4
2014,4,16.1,7.5,58,   156.9
2014,5,18,9.8,84.6,   178.8
2014,6,22.1,12.5,40.8,   220.2
2014,7,25.8,15,50,   246.4
2014,8,21.7,12.7,97.6,   183.6
2014,9,21.5,12.8,10.8,   134.6
2014,10,17.6,11,76,   103.8
2014,11,12.5,6.9,128.4,    51.1
2014,12,9.2,3,37.8,    71.6
2015,1,8.8,1.6,63.4,    62.0
2015,2,8,1.8,38.6,    63.9
2015,3,11.6,4.1,24,   140.7
2015,4,16.3,6,16.2,   212.1
2015,5,17.6,8.8,41.6,   189.0
2015,6,22.2,11.4,12.2,   197.0
2015,7,23.7,13.8,71.8,   189.7
2015,8,22.2,14.1,116.8,   134.1
2015,9,18.6,10.2,50,   162.3
2015,10,15.8,9.3,39.8,    94.2
2015,11,13.4,8,48.2,    27.7
2015,12,13.7,8.9,39.4,    35.0
2016,1,9.5,3,74.8,    54.8
2016,2,9.4,2.9,43.8,    86.8
2016,3,10.7,3.2,72.8,   123.3
2016,4,13.5,4.9,47.2,   170.0
2016,5,19,9.7,60.4,   192.7
2016,6,20.7,12.7,93.4,   101.7
2016,7,24,14.5,16,   182.8
2016,8,24.7,14.6,21.6,   201.4
2016,9,22.4,13.7,42.2,   122.1
2016,10,15.9,8.7,21.6,   105.6
2016,11,10.5,3.8,86.4,    77.4
2016,12,10.2,3.4,10.4,    55.1
2017,1,7.6,0.7,60.2,    64.5
2017,2,10,4.4,38.2,    47.8
2017,3,14.1,6.6,25.8,   116.3
2017,4,15.8,5.9,4.6,   186.2
2017,5,19.8,10.4,64.8,   164.8
2017,6,24,13.9,46.4,   204.3
2017,7,23.8,14.9,90,   178.0
2017,8,22,13.5,58.6,   174.9
2017,9,19.2,11,59,   120.1
2017,10,17.1,10.3,9.2,    84.6
2017,11,11.1,4.5,34.2,    66.7
2017,12,8.7,2.9,81.2,    43.8
2018,1,9.7,3.8,58,    46.5
2018,2,6.7,0.6,29,    92.0
2018,3,9.8,3,81.2,    70.3
2018,4,15.5,7.9,65.2,   113.4
2018,5,20.8,9.8,58.4,   248.3
2018,6,24.2,13.1,0.4,   234.5
2018,7,28.3,16.4,14.8,   272.5
2018,8,24.5,14.5,48.2,   182.1
2018,9,20.9,11,29.4,   195.0
2018,10,16.5,8.5,61,   137.0
2018,11,12.2,5.8,73.8,    72.9
2018,12,10.7,5.2,60.6,    40.3
2019,1,7.6,2,33.2,    56.4
2019,2,12.4,3.3,34.2,   120.2
2019,3,13.1,5.8,49.6,   119.0
2019,4,15.8,5.7,12.8,   170.1
